loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L007984,C05320,4,197000,144600,6.66,2360,0,False
L007985,C05321,2,30000,5800,10.46,1500,0,False
L007986,C05321,4,271000,97700,9.52,3470,0,False
L007987,C05322,3,2328000,1268700,2.65,8220,1,False
L007988,C05322,2,70000,32500,16.6,3500,2,False
L007989,C05322,1,284000,117500,4.31,4740,0,False
L007990,C05323,1,169000,151900,8.59,4480,0,False
L007991,C05324,1,61000,44000,6.42,1500,0,False
L007992,C05324,2,20000,4200,18.75,1000,0,False
L007993,C05325,2,5000,2100,13.19,250,3,False
L007994,C05326,4,155000,136300,5.32,1720,1,False
L007995,C05326,2,59000,28400,17.71,2950,0,False
L007996,C05327,2,38000,18500,18.82,1900,0,False
L007997,C05328,1,86000,54400,7.78,2360,0,False
L007998,C05328,2,18000,1500,19.83,900,0,True
L007999,C05329,3,1129000,921300,2.4,5660,0,False
L008000,C05329,4,93000,37100,12.24,1440,0,False
L008001,C05329,1,180000,100400,6.39,2930,0,False
L008002,C05329,2,23000,10900,18.25,1150,0,False
L008003,C05330,1,247000,134200,7.07,4890,0,False
L008004,C05331,2,53000,23500,19.43,2650,0,False
L008005,C05331,3,1664000,1035400,2.77,6350,0,False
L008006,C05332,2,57000,42900,14.01,2850,0,False
L008007,C05332,4,232000,161700,6.25,4040,0,False
L008008,C05333,3,1586000,898600,2.57,6500,0,False
L008009,C05333,4,46000,21600,8.5,570,0,False
L008010,C05333,1,292000,149700,9.15,6160,0,False
L008011,C05334,4,250000,163200,4.5,5950,0,False
L008012,C05335,2,5000,900,20.11,250,0,False
L008013,C05336,2,22000,15400,18.87,1100,3,False
L008014,C05337,1,269000,172100,5.34,7020,0,False
L008015,C05338,3,1544000,1315700,2.69,6000,0,False
L008016,C05338,2,41000,22100,21.32,2050,0,False
L008017,C05339,4,122000,89800,8.47,2340,0,False
L008018,C05340,4,149000,88700,8.19,2540,0,False
L008019,C05341,3,1268000,957500,2.56,6060,0,False
L008020,C05341,2,32000,10000,11.83,1600,2,False
L008021,C05342,4,72000,51000,6.35,870,0,False
L008022,C05343,2,18000,13400,15.82,900,0,False
L008023,C05343,4,163000,106100,4.8,2810,0,False
L008024,C05343,3,2043000,1381600,3.41,9200,1,False
L008025,C05344,2,60000,28600,19.81,3000,0,False
L008026,C05345,3,850000,623200,2.94,3350,0,False
L008027,C05346,3,2250000,1564000,3.03,10680,1,False
L008028,C05346,2,17000,11200,15.24,850,0,False
L008029,C05347,2,22000,5700,14.9,1100,0,False
L008030,C05348,3,1313000,1058300,2.48,4920,0,False
L008031,C05349,2,62000,49200,17.36,3100,0,False
L008032,C05350,3,1487000,745200,2.77,6780,0,False
L008033,C05351,3,2088000,1633100,3.03,8920,2,False
L008034,C05351,2,57000,43400,16.58,2850,0,False
L008035,C05352,2,38000,10800,14.6,1900,0,False
L008036,C05353,2,40000,23600,16.3,2000,0,False
L008037,C05353,3,1961000,1670700,3.55,9930,0,False
L008038,C05353,1,159000,61600,7.02,5330,0,False
L008039,C05353,4,206000,97900,12.11,3260,1,False
L008040,C05354,3,2132000,967100,3.27,7470,0,False
L008041,C05355,4,142000,32400,5.97,2400,0,False
L008042,C05356,4,382000,160100,10.18,4070,0,False
L008043,C05356,3,1666000,1430200,2.27,7620,0,False
L008044,C05356,2,55000,42400,14.0,2750,0,False
L008045,C05357,1,105000,55100,7.59,4430,0,False
L008046,C05358,3,1799000,1603800,3.1,7460,0,False
L008047,C05358,2,66000,16500,17.06,3300,0,False
L008048,C05359,4,49000,42100,10.06,1020,0,False
L008049,C05360,2,62000,19400,17.32,3100,0,False
L008050,C05361,3,2976000,2727700,2.82,12350,2,False
L008051,C05361,4,382000,273700,6.97,10980,1,False
L008052,C05362,2,48000,13700,16.09,2400,0,False
L008053,C05363,2,25000,3100,17.67,1250,0,False
L008054,C05363,3,3061000,2483000,3.3,12640,0,False
L008055,C05364,3,1027000,468400,2.83,3520,1,False
L008056,C05364,4,104000,54500,6.48,1320,0,False
L008057,C05365,2,11000,1100,18.23,550,0,False
L008058,C05366,2,7000,5400,14.61,350,0,False
L008059,C05366,3,888000,803400,2.85,4660,0,False
L008060,C05367,3,1119000,827900,2.24,5010,3,False
L008061,C05368,3,1240000,609100,2.92,5470,0,False
L008062,C05369,2,5000,700,18.32,250,0,False
L008063,C05370,3,1050000,567900,3.45,4270,0,False
L008064,C05371,3,1502000,811500,2.78,5310,0,False
L008065,C05372,3,1818000,1140000,2.74,8980,0,False
L008066,C05373,3,1418000,1027900,2.83,5560,0,False
L008067,C05373,2,21000,6000,20.2,1050,0,False
L008068,C05373,1,365000,300300,5.72,8080,0,False
L008069,C05374,3,2307000,1082900,3.33,9870,0,False
L008070,C05375,3,2539000,2167300,2.89,11190,0,False
L008071,C05376,4,258000,152300,8.43,7190,0,False
L008072,C05377,4,140000,75800,5.74,4410,1,False
L008073,C05378,3,2886000,2015500,3.83,13270,0,False
L008074,C05378,4,65000,32600,7.94,970,0,False
L008075,C05379,2,27000,14300,16.94,1350,0,False
L008076,C05380,1,163000,100200,9.58,2820,0,False
L008077,C05381,3,1916000,870400,2.95,6490,0,False
L008078,C05382,4,129000,57600,7.71,1640,0,False
L008079,C05383,1,491000,210500,7.6,13100,0,False
L008080,C05384,4,167000,109700,9.95,3620,0,False
L008081,C05384,2,16000,8300,17.27,800,0,False
L008082,C05385,1,72000,49400,6.8,1910,0,False
L008083,C05386,4,133000,96400,6.0,1510,0,False
L008084,C05386,2,20000,5000,15.62,1000,0,False
L008085,C05387,3,1671000,982400,3.37,6450,3,False
L008086,C05387,4,233000,169800,8.31,5220,0,False
L008087,C05388,2,25000,6500,15.5,1250,0,False
L008088,C05389,1,314000,271700,7.52,4980,0,False
L008089,C05390,1,126000,44100,5.25,2420,0,False
L008090,C05391,4,156000,57500,9.93,3280,0,False
L008091,C05392,4,98000,74700,5.8,1070,1,False
L008092,C05392,3,1341000,775900,2.64,6370,0,False
L008093,C05392,1,263000,67600,5.47,6930,0,False
L008094,C05393,3,981000,848400,3.53,4230,0,False
L008095,C05394,3,2883000,2457500,3.03,12100,0,False
L008096,C05394,2,36000,20500,19.93,1800,0,False
L008097,C05395,3,1423000,849600,3.18,5970,0,False
L008098,C05395,2,11000,7300,13.57,550,0,False
L008099,C05396,3,2428000,1296700,2.88,8760,0,False
L008100,C05396,2,36000,21000,19.47,1800,0,False
L008101,C05397,2,56000,22600,15.48,2800,0,False
L008102,C05397,3,1456000,983500,2.75,6110,1,False
L008103,C05398,3,1763000,798500,2.99,6490,0,False
L008104,C05398,4,111000,39500,8.13,1790,1,False
L008105,C05399,4,49000,27000,10.77,1550,0,False
L008106,C05400,2,31000,17000,17.52,1550,0,False
L008107,C05400,4,143000,127100,10.38,3620,0,False
L008108,C05401,3,1861000,1423700,2.6,9270,0,False
L008109,C05402,2,17000,7500,20.67,850,0,False
L008110,C05403,2,18000,13900,15.42,900,0,False
L008111,C05404,2,16000,3700,18.37,800,0,False
L008112,C05405,3,1302000,679200,2.59,5840,0,False
L008113,C05406,2,19000,14100,20.84,950,0,False
L008114,C05407,3,1879000,1511500,3.08,9350,0,False
L008115,C05407,4,281000,209800,9.49,3720,0,False
L008116,C05407,2,27000,1800,15.21,1350,4,True
L008117,C05408,3,1385000,944700,2.67,6210,0,False
L008118,C05408,2,15000,6800,14.78,750,0,False
L008119,C05409,2,7000,800,16.81,350,1,False
L008120,C05410,4,137000,117700,9.19,5600,2,False
L008121,C05411,4,67000,36300,6.1,2120,0,False
L008122,C05412,2,69000,42700,17.54,3450,0,False
L008123,C05412,3,1430000,1042300,3.03,5740,0,False
L008124,C05413,2,11000,8700,16.8,550,0,False
L008125,C05414,2,5000,2900,16.34,250,1,False
L008126,C05415,4,209000,96600,11.44,3830,0,False
L008127,C05416,3,2085000,1216900,3.63,7970,0,False
L008128,C05416,2,49000,31400,17.52,2450,0,False
L008129,C05417,2,31000,4600,17.23,1550,0,False
L008130,C05418,3,2027000,1775400,3.33,9800,0,False
L008131,C05418,2,41000,16700,13.98,2050,0,False
L008132,C05419,2,16000,12000,17.76,800,0,False
L008133,C05419,3,1043000,578900,2.29,3770,0,False
L008134,C05420,2,14000,7900,22.36,700,1,False
L008135,C05421,2,49000,18800,15.78,2450,0,False
L008136,C05421,3,1359000,867300,2.82,5640,0,False
L008137,C05422,3,1542000,1389300,2.63,7550,0,False
L008138,C05423,3,1792000,1688200,2.96,8040,0,False
L008139,C05424,3,1312000,1041800,3.11,5770,0,False
L008140,C05425,2,44000,12700,13.62,2200,3,False
L008141,C05425,3,1449000,1217900,2.2,6940,0,False
L008142,C05425,1,158000,133100,5.51,2370,0,False
L008143,C05426,4,319000,71400,9.99,12250,0,False
L008144,C05426,3,1745000,1072900,2.69,6530,0,False
L008145,C05427,4,69000,18500,6.18,1080,0,False
L008146,C05427,2,9000,6600,16.79,450,0,False
L008147,C05428,3,1229000,1036500,3.02,5250,0,False
L008148,C05429,3,831000,766600,3.45,4110,2,False
L008149,C05429,4,186000,155600,8.44,2220,0,False
L008150,C05430,2,6000,2700,20.21,300,2,False
L008151,C05430,4,162000,101200,12.68,3470,0,False
L008152,C05431,3,1339000,1237300,2.6,6790,0,False
L008153,C05432,2,21000,11400,15.12,1050,0,False
L008154,C05433,2,65000,47800,13.68,3250,1,False
L008155,C05434,4,45000,37600,11.3,860,2,False
L008156,C05435,3,1557000,1248200,3.65,7080,0,False
L008157,C05435,4,47000,14800,5.35,1170,0,False
L008158,C05436,1,147000,122600,7.74,2980,0,False
L008159,C05437,4,41000,35400,8.64,790,0,False
L008160,C05437,2,15000,11400,16.06,750,0,False
L008161,C05438,2,35000,18200,15.05,1750,0,False
L008162,C05439,2,11000,2700,20.07,550,0,False
L008163,C05440,3,1264000,626300,2.54,5340,0,False
L008164,C05441,3,2464000,1826000,2.93,9680,4,False
L008165,C05441,4,302000,225700,10.05,8800,0,False
L008166,C05442,3,990000,516600,2.91,4280,0,False
L008167,C05442,2,14000,1100,18.96,700,2,False
L008168,C05443,2,7000,1700,19.94,350,0,False
L008169,C05443,4,105000,53400,9.1,1940,0,False
L008170,C05444,1,73000,32100,5.99,1610,0,False
L008171,C05444,4,114000,57500,7.42,3220,0,False
L008172,C05445,2,6000,600,19.19,300,0,False
L008173,C05445,4,89000,74400,9.58,1590,0,True
L008174,C05446,3,1685000,1248800,3.38,8360,0,False
L008175,C05446,4,57000,35800,9.02,1850,0,False
L008176,C05447,3,1216000,751800,2.82,4770,0,False
L008177,C05447,1,348000,280900,6.44,7040,0,False
L008178,C05448,3,1330000,1102100,2.45,5630,0,False
L008179,C05449,4,42000,30300,7.44,760,0,False
L008180,C05449,3,1832000,941200,2.45,6310,1,False
L008181,C05450,3,1319000,1172200,3.05,5670,0,False
L008182,C05450,4,111000,24300,7.94,2110,4,False
L008183,C05451,2,13000,9000,17.23,650,0,False
L008184,C05452,1,265000,216700,9.43,5260,0,False
L008185,C05453,3,2081000,1927900,3.35,10080,1,False
L008186,C05454,2,44000,11400,17.25,2200,0,False
L008187,C05455,1,233000,85200,8.95,3180,0,False
L008188,C05456,3,992000,888200,2.79,5020,0,False
L008189,C05457,2,54000,23700,14.53,2700,0,False
L008190,C05458,2,70000,58400,15.51,3500,0,False
L008191,C05458,3,2161000,1788900,3.15,9480,0,False
L008192,C05459,3,957000,863500,2.58,4540,0,False
L008193,C05460,4,161000,74700,6.54,5200,0,False
L008194,C05461,4,99000,83100,7.44,1350,0,False
L008195,C05461,3,1588000,911400,3.04,5730,0,False
L008196,C05462,1,255000,196800,5.72,5420,0,False
L008197,C05462,4,236000,198600,6.45,3830,0,False
L008198,C05463,2,5000,800,17.0,250,0,True
L008199,C05464,3,1584000,1250200,2.94,6690,0,False
L008200,C05464,4,163000,109700,9.61,4250,2,False
L008201,C05464,2,45000,26600,16.41,2250,3,False
L008202,C05465,3,1133000,785100,3.12,4790,2,False
L008203,C05465,1,89000,44200,7.06,2470,3,False
L008204,C05465,4,157000,102300,8.73,3500,0,False
L008205,C05466,1,235000,197100,5.21,3630,0,False
L008206,C05466,3,1438000,1131200,3.17,7150,0,False
L008207,C05466,4,83000,71600,9.85,1320,0,False
L008208,C05467,3,2896000,2679300,3.01,12500,0,False
L008209,C05468,4,98000,46100,8.3,1150,0,False
L008210,C05469,3,526000,241900,2.84,2000,0,False
L008211,C05470,2,33000,2200,22.0,1650,0,False
L008212,C05471,1,296000,148600,7.74,8340,0,False
L008213,C05471,2,18000,13100,15.15,900,0,False
L008214,C05472,2,15000,10800,14.07,750,0,False
L008215,C05473,2,45000,2700,19.74,2250,0,False
L008216,C05474,2,8000,4300,18.62,400,0,False
L008217,C05474,1,50000,41700,9.77,790,0,False
L008218,C05475,2,5000,2200,18.8,250,0,False
L008219,C05476,3,1565000,755600,3.18,6280,0,False
L008220,C05476,1,119000,106900,8.23,1850,0,False
L008221,C05477,3,1688000,955400,2.92,7250,0,False
L008222,C05477,1,248000,153500,4.76,8400,3,False
L008223,C05477,2,55000,40300,13.06,2750,0,False
L008224,C05478,2,23000,15000,17.64,1150,0,False
L008225,C05478,1,395000,119600,6.37,8890,0,False
L008226,C05479,2,50000,6400,14.75,2500,0,False
L008227,C05480,3,1540000,901600,3.19,7460,0,False
L008228,C05481,2,22000,7600,18.69,1100,0,False
L008229,C05482,1,243000,84100,6.65,5860,0,False
L008230,C05483,3,1383000,665900,2.97,6000,0,False
L008231,C05483,1,403000,285200,6.57,7960,1,False
L008232,C05484,2,6000,3400,20.48,300,0,False
L008233,C05485,1,114000,84500,8.39,4540,2,False
L008234,C05485,2,9000,7400,16.91,450,0,False
L008235,C05485,4,120000,91000,7.14,3430,1,False
L008236,C05485,3,860000,676000,4.2,4040,1,False
L008237,C05486,4,346000,184900,11.2,8630,0,False
L008238,C05487,3,1234000,853900,2.94,4920,0,False
L008239,C05487,1,164000,85500,6.43,3530,0,False
L008240,C05488,4,159000,54600,8.48,1720,0,False
L008241,C05489,4,223000,150300,6.86,7970,0,False
L008242,C05489,3,1698000,1225400,3.19,6620,1,False
L008243,C05489,2,30000,21100,17.73,1500,0,False
L008244,C05490,2,12000,4000,20.59,600,1,False
L008245,C05491,2,36000,17000,12.86,1800,0,False
L008246,C05491,1,236000,162900,5.88,7830,0,False
L008247,C05492,2,34000,9100,19.44,1700,1,False
L008248,C05492,3,1159000,867900,3.08,4720,0,False
L008249,C05493,3,1059000,899400,2.71,4510,0,False
L008250,C05493,1,100000,80100,5.51,3280,1,False
L008251,C05494,2,37000,10100,18.28,1850,0,False
L008252,C05495,4,276000,180800,4.5,2840,0,False
L008253,C05495,2,55000,9500,10.81,2750,3,False
L008254,C05495,3,2283000,1214900,2.72,10950,3,True
L008255,C05495,1,272000,139300,5.79,3840,4,True
L008256,C05496,2,18000,7000,12.61,900,0,False
L008257,C05496,3,1320000,921500,2.42,4990,2,False
L008258,C05497,3,2201000,2078700,3.26,9950,0,False
L008259,C05498,3,1430000,1202900,3.72,7030,0,False
L008260,C05498,2,18000,13000,20.28,900,0,False
L008261,C05499,2,12000,2100,16.41,600,0,False
L008262,C05500,2,35000,21900,12.81,1750,3,False
L008263,C05501,3,2173000,2020700,3.66,11240,1,False
L008264,C05501,1,178000,73100,7.21,3410,0,True
L008265,C05501,4,176000,64400,10.53,1880,1,False
L008266,C05502,4,85000,48700,10.13,1020,0,False
L008267,C05502,2,6000,500,20.57,300,0,False
L008268,C05503,4,483000,152500,8.78,7860,1,False
L008269,C05504,3,1864000,1247700,2.88,7680,0,False
L008270,C05505,4,409000,332400,8.2,4960,0,False
L008271,C05506,1,427000,125900,4.59,5980,0,False
L008272,C05506,3,2371000,1816300,3.24,12280,0,False
L008273,C05507,4,149000,53300,8.34,1970,0,True
L008274,C05508,3,2379000,1553700,3.26,10700,0,False
L008275,C05509,3,1533000,1110800,2.94,7540,0,False
L008276,C05510,3,1851000,966500,2.6,8600,0,False
L008277,C05510,2,30000,5200,16.51,1500,3,False
L008278,C05510,1,213000,170100,9.09,3790,0,False
L008279,C05511,3,754000,580600,2.87,3210,0,False
L008280,C05512,1,169000,53400,4.96,3460,0,False
L008281,C05513,2,23000,5600,13.63,1150,0,False
L008282,C05514,4,23000,12500,11.86,960,1,False
L008283,C05515,2,10000,2000,16.62,500,1,False
L008284,C05516,3,2816000,1502700,2.6,13100,1,False
L008285,C05517,4,129000,98200,9.32,2000,0,False
L008286,C05518,2,16000,4500,20.48,800,0,False
L008287,C05519,3,2086000,1403600,2.54,9470,1,False
L008288,C05519,4,264000,65700,7.74,3690,0,False
L008289,C05520,2,44000,7300,22.0,2200,0,False
L008290,C05521,3,1043000,863100,3.36,4960,0,False
L008291,C05521,2,7000,4800,17.03,350,0,False
L008292,C05522,3,988000,872500,2.8,4690,3,False
L008293,C05522,1,75000,54500,5.41,2730,0,False
L008294,C05523,4,86000,35600,8.57,1030,4,False
L008295,C05524,2,39000,31500,14.43,1950,0,False
L008296,C05524,4,237000,204800,6.17,3160,0,False
L008297,C05524,3,1303000,696100,3.1,4840,0,False
L008298,C05525,2,6000,2500,16.22,300,0,False
L008299,C05525,4,38000,25400,9.2,580,0,False
L008300,C05526,4,178000,82700,9.74,3030,0,False
L008301,C05527,4,56000,20200,8.57,600,0,False
L008302,C05527,3,1197000,829400,2.56,4580,0,False
L008303,C05527,2,23000,11100,16.16,1150,1,True
L008304,C05527,1,129000,93200,4.86,2270,0,False
L008305,C05528,1,50000,18700,9.54,1020,0,False
L008306,C05529,4,153000,82500,8.05,1770,3,True
L008307,C05529,1,106000,44100,7.86,1990,0,False
L008308,C05529,3,1507000,1231100,2.89,6430,0,False
L008309,C05529,2,35000,15800,14.72,1750,0,False
L008310,C05530,4,294000,127500,7.07,8370,0,False
L008311,C05530,2,13000,8000,20.43,650,0,False
L008312,C05531,2,6000,4600,20.08,300,2,False
L008313,C05531,1,137000,95700,6.35,2600,0,False
L008314,C05531,3,994000,759800,2.55,3780,2,False
L008315,C05531,4,152000,127600,8.36,1830,4,False
L008316,C05532,3,3410000,1889300,3.48,14700,1,True
L008317,C05533,2,29000,20800,15.32,1450,0,False
L008318,C05533,3,3454000,2840000,2.88,14820,0,False
L008319,C05534,3,948000,568100,2.48,3590,0,False
L008320,C05535,2,20000,15500,23.41,1000,1,False
L008321,C05536,1,388000,136000,7.96,7640,0,True
L008322,C05536,3,1657000,832800,2.69,5710,0,False
L008323,C05537,3,1122000,804000,2.54,4160,0,False
L008324,C05538,4,207000,105000,7.01,6890,1,False
L008325,C05539,2,9000,4000,19.94,450,0,False
L008326,C05540,2,50000,23600,15.6,2500,0,False
L008327,C05540,4,325000,97100,9.75,8530,3,False
L008328,C05540,3,1860000,1315000,3.03,7500,0,False
L008329,C05541,2,8000,2200,24.0,400,0,False
L008330,C05542,3,976000,456500,3.23,3990,0,False
L008331,C05543,2,22000,10900,16.37,1100,1,True
L008332,C05544,4,57000,32500,8.63,820,0,False
L008333,C05545,1,193000,56400,4.85,5250,1,False
L008334,C05546,2,15000,11400,18.46,750,3,False
L008335,C05547,2,30000,18000,16.21,1500,0,False
L008336,C05548,2,5000,1000,17.77,250,1,False
L008337,C05549,3,1536000,709300,3.1,6690,0,False
L008338,C05549,4,200000,143100,8.96,3010,0,False
L008339,C05550,3,1202000,562900,2.86,4350,0,False
L008340,C05551,2,51000,4600,18.7,2550,0,False
L008341,C05551,3,1256000,601300,2.84,4690,1,False
L008342,C05552,3,2855000,2071500,3.34,12690,0,False
L008343,C05553,4,160000,64700,10.48,3120,1,False
L008344,C05554,3,2418000,1183200,3.28,10180,0,False
L008345,C05555,2,26000,8600,20.1,1300,0,False
L008346,C05555,4,243000,209900,8.53,3140,0,False
L008347,C05556,4,251000,190300,10.27,3700,1,False
L008348,C05556,3,1814000,1535400,3.16,8590,0,False
L008349,C05557,4,140000,36100,10.34,2070,0,False
L008350,C05557,3,1732000,1533100,2.95,7010,0,False
L008351,C05558,1,206000,79900,9.21,5660,0,False
L008352,C05559,3,1898000,1704600,3.42,8530,1,False
L008353,C05559,2,47000,38900,15.09,2350,2,False
L008354,C05560,3,1877000,1192000,3.16,8250,0,False
L008355,C05561,1,130000,112400,4.2,2650,0,False
L008356,C05561,3,1627000,1253300,2.97,6260,0,False
L008357,C05562,3,629000,433500,3.16,3240,0,False
L008358,C05562,2,20000,12500,16.91,1000,0,False
L008359,C05563,2,50000,39500,21.73,2500,0,False
L008360,C05564,4,45000,33200,5.33,480,1,False
L008361,C05565,3,1174000,707000,3.19,5380,0,False
L008362,C05565,1,255000,136000,8.97,3640,0,False
L008363,C05565,2,14000,3200,19.47,700,1,False
L008364,C05566,2,20000,14700,19.96,1000,0,False
L008365,C05567,3,1526000,1306300,3.61,6670,0,False
L008366,C05567,1,101000,46000,7.94,1870,0,False
L008367,C05568,4,304000,207600,10.38,9270,1,False
L008368,C05569,3,1037000,609000,2.77,4890,1,False
L008369,C05570,3,1956000,1598200,2.47,7920,0,False
L008370,C05571,2,16000,5600,17.8,800,0,False
L008371,C05572,2,15000,12300,17.97,750,0,False
L008372,C05573,3,876000,817100,2.24,3840,0,False
L008373,C05574,4,227000,49900,11.6,3830,0,False
L008374,C05574,3,1504000,1277600,2.93,5930,0,False
L008375,C05575,1,124000,94900,7.09,1880,0,False
L008376,C05575,2,25000,1900,16.23,1250,1,False
L008377,C05575,3,1205000,720000,2.91,4990,0,False
L008378,C05576,4,62000,53000,8.49,910,0,False
L008379,C05577,3,1182000,1015700,3.12,5290,0,False
L008380,C05577,2,40000,28100,17.36,2000,0,False
L008381,C05578,2,10000,4700,13.63,500,0,False
L008382,C05579,2,18000,8500,17.11,900,0,False
L008383,C05580,3,913000,746400,3.09,4430,0,False
L008384,C05580,1,292000,252800,5.0,4640,0,False
L008385,C05581,2,12000,7200,15.19,600,0,False
L008386,C05581,1,50000,32200,7.89,2260,0,True
L008387,C05582,3,2296000,1348800,3.21,10320,0,False
L008388,C05582,4,121000,105900,13.06,2010,0,False
L008389,C05582,2,26000,2600,17.35,1300,0,False
L008390,C05583,3,1270000,845000,2.2,4640,0,False
L008391,C05584,4,173000,149500,9.2,3500,0,False
L008392,C05584,3,1737000,921400,2.44,6420,0,False
L008393,C05585,3,849000,405900,3.04,3870,0,False
L008394,C05585,2,16000,9400,19.32,800,3,False
L008395,C05586,2,5000,2800,19.36,250,0,False
L008396,C05587,4,161000,34300,9.97,1530,0,False
L008397,C05588,4,204000,135500,8.08,3310,0,False
L008398,C05589,2,20000,15600,20.8,1000,0,False
L008399,C05590,1,162000,67000,6.26,4660,0,False
L008400,C05591,2,85000,69400,18.7,4250,0,False
L008401,C05591,3,2025000,1518000,3.16,10420,2,False
L008402,C05591,4,464000,341800,7.26,5160,0,False
L008403,C05592,1,103000,39700,4.0,3130,0,False
L008404,C05592,3,2087000,1724900,2.64,8260,0,False
L008405,C05593,2,26000,20800,17.62,1300,0,False
L008406,C05594,3,917000,813800,3.34,4190,0,False
L008407,C05595,3,2435000,1988500,3.4,10850,2,False
L008408,C05596,3,1146000,1028100,3.29,4990,0,False
L008409,C05597,4,409000,139800,6.76,6240,1,False
L008410,C05597,3,2417000,1492800,3.48,11850,0,True
L008411,C05597,1,470000,128800,7.95,16580,1,False
L008412,C05598,2,38000,9700,17.97,1900,0,False
L008413,C05598,3,1360000,1096500,2.98,6710,0,False
L008414,C05599,2,28000,23700,19.58,1400,0,False
L008415,C05600,2,34000,9300,16.25,1700,0,False
L008416,C05601,3,2881000,2193200,2.63,13780,0,False
L008417,C05601,4,334000,179100,9.78,4950,0,False
L008418,C05602,4,126000,55000,10.25,1480,0,False
L008419,C05602,1,300000,128900,6.08,5120,0,False
L008420,C05603,4,187000,67100,7.97,5040,1,False
L008421,C05604,1,240000,202000,6.36,8650,0,False
L008422,C05605,2,27000,8500,14.74,1350,0,False
L008423,C05606,3,2333000,2116900,2.73,10980,1,False
L008424,C05606,1,260000,67900,7.07,8710,1,False
L008425,C05607,2,9000,6600,22.18,450,0,False
L008426,C05608,2,33000,3900,14.12,1650,0,False
L008427,C05609,2,6000,600,19.11,300,1,False
L008428,C05610,3,1346000,1253800,2.54,5680,1,False
L008429,C05610,2,37000,27400,18.45,1850,1,False
L008430,C05610,1,255000,169300,5.31,3470,0,False
L008431,C05611,2,42000,16100,17.17,2100,0,False
L008432,C05612,2,18000,7700,17.45,900,0,False
L008433,C05612,3,2404000,1318900,2.82,9600,0,False
L008434,C05612,1,384000,315800,5.28,5830,0,False
L008435,C05612,4,69000,40800,7.96,800,0,False
L008436,C05613,4,63000,51000,8.89,960,0,False
L008437,C05614,1,112000,79400,6.63,2710,2,False
L008438,C05615,4,178000,94800,7.89,2590,0,False
L008439,C05616,3,757000,603300,2.43,3170,0,False
L008440,C05616,2,34000,27600,17.2,1700,0,False
L008441,C05617,1,51000,38700,7.21,790,1,False
L008442,C05617,4,55000,27100,9.38,1020,0,False
L008443,C05618,4,258000,84500,12.25,4310,0,False
L008444,C05618,3,2075000,946900,3.02,9490,0,False
L008445,C05619,4,175000,60800,6.91,2620,0,False
L008446,C05619,3,2237000,1660700,3.0,8530,1,False
L008447,C05619,2,43000,31600,17.4,2150,0,False
L008448,C05620,2,39000,32300,19.04,1950,0,False
L008449,C05621,3,2475000,1682400,3.13,9470,0,False
L008450,C05622,4,95000,73100,8.06,2350,0,False
L008451,C05623,4,91000,20200,4.7,1050,0,False
L008452,C05624,4,198000,47700,9.9,2480,0,False
L008453,C05625,4,191000,168700,9.76,2610,0,False
L008454,C05626,2,23000,10900,21.91,1150,0,False
L008455,C05627,1,218000,148500,4.63,3050,2,False
L008456,C05627,3,1226000,747300,3.22,5610,1,False
L008457,C05628,3,1969000,1701800,2.2,7690,0,False
L008458,C05628,1,214000,63100,7.33,4150,0,False
L008459,C05629,2,7000,4600,15.77,350,1,True
L008460,C05629,4,28000,24500,15.23,460,0,False
L008461,C05629,1,152000,104900,7.34,2190,0,False
L008462,C05630,2,39000,15800,20.09,1950,0,False
L008463,C05631,4,120000,37100,9.37,1250,0,False
L008464,C05631,3,2023000,1818500,2.66,8190,1,False
L008465,C05632,3,1336000,1095900,2.95,6860,0,False
L008466,C05632,4,183000,122300,9.37,3650,0,False
L008467,C05633,2,10000,4400,15.83,500,0,False
L008468,C05634,3,1297000,984800,3.05,5660,0,False
L008469,C05635,3,1527000,1284300,3.03,6820,0,False
L008470,C05636,2,20000,17000,15.77,1000,0,False
L008471,C05637,4,51000,23700,10.98,1600,0,False
L008472,C05637,3,1717000,1005200,3.08,8080,0,False
L008473,C05637,2,29000,11300,12.93,1450,1,False
L008474,C05638,3,990000,890700,2.37,4020,0,False
L008475,C05639,2,9000,2300,21.64,450,0,False
L008476,C05640,2,50000,11400,17.95,2500,0,False
L008477,C05641,2,40000,33100,15.47,2000,0,False
L008478,C05642,3,902000,818100,3.24,4250,0,False
L008479,C05643,1,291000,127500,6.91,3930,0,False
L008480,C05644,2,12000,1100,18.69,600,0,False
L008481,C05644,1,117000,60200,7.51,3740,0,True
L008482,C05645,3,2206000,1782600,3.01,9340,4,False
L008483,C05645,4,250000,115800,6.26,9980,3,False
L008484,C05646,2,20000,7600,18.0,1000,0,False
L008485,C05647,2,12000,7100,20.18,600,0,False
L008486,C05648,3,1247000,741200,2.69,5670,0,False
L008487,C05648,4,104000,75000,8.09,2100,0,False
L008488,C05648,2,35000,2500,19.36,1750,0,True
L008489,C05649,3,1935000,1199800,3.1,9070,0,True
L008490,C05650,1,240000,185100,5.91,6870,0,False
L008491,C05650,4,298000,158000,11.82,6920,0,False
L008492,C05651,1,145000,92300,10.27,2350,0,False
L008493,C05652,1,102000,44100,8.81,1690,0,False
L008494,C05652,2,5000,3900,21.43,250,0,False
