employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
4302,C04302,Retired,32300,2026-09-10,
4303,C04303,Self-employed,53400,2026-09-10,
4304,C04304,Permanent employment,40500,2026-09-10,
4305,C04305,Retired,27500,2026-09-10,
4306,C04306,Permanent employment,38600,2026-09-10,
4307,C04307,Self-employed,47400,2026-09-10,
4308,C04308,Retired,29900,2026-09-10,
4309,C04309,Retired,27400,2026-09-10,
4310,C04310,Unemployed,17400,2026-09-10,
4311,C04311,Self-employed,78000,2026-09-10,
4312,C04312,Retired,28000,2026-09-10,
4313,C04313,Permanent employment,54500,2026-09-10,
4314,C04314,Self-employed,66500,2026-09-10,
4315,C04315,Retired,22200,2026-09-10,
4316,C04316,Permanent employment,27400,2026-09-10,
4317,C04317,Permanent employment,51400,2026-09-10,
4318,C04318,Student,3500,2026-09-10,
4319,C04319,Unemployed,14600,2026-09-10,
4320,C04320,Permanent employment,50100,2026-09-10,
4321,C04321,Permanent employment,37500,2026-09-10,
4322,C04322,Retired,19500,2026-09-10,
4323,C04323,Permanent employment,35600,2026-09-10,
4324,C04324,Parental leave,42400,2026-09-10,
4325,C04325,Retired,29000,2026-09-10,
4326,C04326,Retired,18800,2026-09-10,
4327,C04327,Permanent employment,22000,2026-09-10,
4328,C04328,Permanent employment,36900,2026-09-10,
4329,C04329,Permanent employment,33600,2026-09-10,
4330,C04330,Retired,20000,2026-09-10,
4331,C04331,Permanent employment,50500,2026-09-10,
4332,C04332,Permanent employment,28100,2026-09-10,
4333,C04333,Permanent employment,52600,2026-09-10,
4334,C04334,Student,1000,2026-09-10,
4335,C04335,Permanent employment,44500,2026-09-10,
4336,C04336,Student,6500,2026-09-10,
4337,C04337,Temporary/Probation/Freelance,38000,2026-09-10,
4338,C04338,Retired,34000,2026-09-10,
4339,C04339,Permanent employment,50700,2026-09-10,
4340,C04340,Permanent employment,41100,2026-09-10,
4341,C04341,Permanent employment,43100,2026-09-10,
4342,C04342,Student,16700,2026-09-10,
4343,C04343,Retired,16900,2026-09-10,
4344,C04344,Retired,27000,2026-09-10,
4345,C04345,Permanent employment,52600,2026-09-10,
4346,C04346,Permanent employment,51400,2026-09-10,
4347,C04347,Retired,27600,2026-09-10,
4348,C04348,Permanent employment,48500,2026-09-10,
4349,C04349,Retired,30100,2026-09-10,
4350,C04350,Permanent employment,42100,2026-09-10,
4351,C04351,Permanent employment,53000,2026-09-10,
4352,C04352,Self-employed,82000,2026-09-10,
4353,C04353,Permanent employment,32100,2026-09-10,
4354,C04354,Retired,21100,2026-09-10,
4355,C04355,Permanent employment,37200,2026-09-10,
4356,C04356,Permanent employment,40400,2026-09-10,
4357,C04357,Temporary/Probation/Freelance,31000,2026-09-10,
4358,C04358,Retired,27200,2026-09-10,
4359,C04359,Unemployed,13300,2026-09-10,
4360,C04360,Unemployed,16500,2026-09-10,
4361,C04361,Student,6300,2026-09-10,
4362,C04362,Permanent employment,42200,2026-09-10,
4363,C04363,Permanent employment,47500,2026-09-10,
4364,C04364,Permanent employment,42700,2026-09-10,
4365,C04365,Permanent employment,29000,2026-09-10,
4366,C04366,Permanent employment,58600,2026-09-10,
4367,C04367,Self-employed,61900,2026-09-10,
4368,C04368,Self-employed,47900,2026-09-10,
4369,C04369,Self-employed,61100,2026-09-10,
4370,C04370,Permanent employment,40900,2026-09-10,
4371,C04371,Permanent employment,26900,2026-09-10,
4372,C04372,Unemployed,14600,2026-09-10,
4373,C04373,Student,6400,2026-09-10,
4374,C04374,Permanent employment,45800,2026-09-10,
4375,C04375,Permanent employment,47800,2026-09-10,
4376,C04376,Student,14800,2026-09-10,
4377,C04377,Permanent employment,38100,2026-09-10,
4378,C04378,Self-employed,27900,2026-09-10,
4379,C04379,Permanent employment,34700,2026-09-10,
4380,C04380,Permanent employment,55200,2026-09-10,
4381,C04381,Permanent employment,27500,2026-09-10,
4382,C04382,Student,12700,2026-09-10,
4383,C04383,Permanent employment,44600,2026-09-10,
4384,C04384,Permanent employment,42200,2026-09-10,
4385,C04385,Permanent employment,43900,2026-09-10,
4386,C04386,Parental leave,34800,2026-09-10,
4387,C04387,Retired,28600,2026-09-10,
4388,C04388,Self-employed,23200,2026-09-10,
4389,C04389,Permanent employment,40300,2026-09-10,
4390,C04390,Temporary/Probation/Freelance,43000,2026-09-10,
4391,C04391,Self-employed,50500,2026-09-10,
4392,C04392,Permanent employment,52900,2026-09-10,
4393,C04393,Retired,36100,2026-09-10,
4394,C04394,Student,10800,2026-09-10,
4395,C04395,Retired,23500,2026-09-10,
4396,C04396,Permanent employment,46000,2026-09-10,
4397,C04397,Parental leave,37700,2026-09-10,
4398,C04398,Student,9200,2026-09-10,
4399,C04399,Permanent employment,30000,2026-09-10,
4400,C04400,Permanent employment,40500,2026-09-10,
4401,C04401,Permanent employment,44500,2026-09-10,
4402,C04402,Permanent employment,47800,2026-09-10,
4403,C04403,Temporary/Probation/Freelance,33500,2026-09-10,
4404,C04404,Self-employed,44300,2026-09-10,
4405,C04405,Retired,22300,2026-09-10,
4406,C04406,Permanent employment,51900,2026-09-10,
4407,C04407,Retired,12000,2026-09-10,
4408,C04408,Permanent employment,38600,2026-09-10,
4409,C04409,Permanent employment,38100,2026-09-10,
4410,C04410,Permanent employment,44800,2026-09-10,
4411,C04411,Unemployed,15100,2026-09-10,
4412,C04412,Student,12500,2026-09-10,
4413,C04413,Permanent employment,44000,2026-09-10,
4414,C04414,Permanent employment,52700,2026-09-10,
4415,C04415,Permanent employment,45700,2026-09-10,
4416,C04416,Permanent employment,37600,2026-09-10,
4417,C04417,Permanent employment,52200,2026-09-10,
4418,C04418,Permanent employment,32400,2026-09-10,
4419,C04419,Permanent employment,38300,2026-09-10,
4420,C04420,Permanent employment,43100,2026-09-10,
4421,C04421,Permanent employment,34100,2026-09-10,
4422,C04422,Retired,30400,2026-09-10,
4423,C04423,Permanent employment,36200,2026-09-10,
4424,C04424,Permanent employment,42100,2026-09-10,
4425,C04425,Temporary/Probation/Freelance,33400,2026-09-10,
4426,C04426,Permanent employment,37500,2026-09-10,
4427,C04427,Permanent employment,41700,2026-09-10,
4428,C04428,Permanent employment,45200,2026-09-10,
4429,C04429,Permanent employment,36600,2026-09-10,
4430,C04430,Retired,26700,2026-09-10,
4431,C04431,Permanent employment,37400,2026-09-10,
4432,C04432,Permanent employment,65000,2026-09-10,
4433,C04433,Temporary/Probation/Freelance,30000,2026-09-10,
4434,C04434,Retired,26200,2026-09-10,
4435,C04435,Student,8700,2026-09-10,
4436,C04436,Permanent employment,40400,2026-09-10,
4437,C04437,Permanent employment,51800,2026-09-10,
4438,C04438,Permanent employment,26200,2026-09-10,
4439,C04439,Permanent employment,30200,2026-09-10,
4440,C04440,Permanent employment,40200,2026-09-10,
4441,C04441,Permanent employment,40400,2026-09-10,
4442,C04442,Retired,29800,2026-09-10,
4443,C04443,Permanent employment,34400,2026-09-10,
4444,C04444,Permanent employment,33300,2026-09-10,
4445,C04445,Permanent employment,44500,2026-09-10,
4446,C04446,Retired,22000,2026-09-10,
4447,C04447,Permanent employment,30400,2026-09-10,
4448,C04448,Retired,29400,2026-09-10,
4449,C04449,Parental leave,32100,2026-09-10,
4450,C04450,Permanent employment,36100,2026-09-10,
4451,C04451,Permanent employment,34300,2026-09-10,
4452,C04452,Permanent employment,47500,2026-09-10,
4453,C04453,Permanent employment,36300,2026-09-10,
4454,C04454,Retired,17200,2026-09-10,
4455,C04455,Permanent employment,42200,2026-09-10,
4456,C04456,Temporary/Probation/Freelance,30400,2026-09-10,
4457,C04457,Permanent employment,46500,2026-09-10,
4458,C04458,Unemployed,18200,2026-09-10,
4459,C04459,Permanent employment,41800,2026-09-10,
4460,C04460,Permanent employment,49100,2026-09-10,
4461,C04461,Permanent employment,43800,2026-09-10,
4462,C04462,Permanent employment,53200,2026-09-10,
4463,C04463,Retired,18000,2026-09-10,
4464,C04464,Permanent employment,41700,2026-09-10,
4465,C04465,Permanent employment,37200,2026-09-10,
4466,C04466,Permanent employment,38700,2026-09-10,
4467,C04467,Permanent employment,34800,2026-09-10,
4468,C04468,Permanent employment,23300,2026-09-10,
4469,C04469,Retired,30800,2026-09-10,
4470,C04470,Permanent employment,36900,2026-09-10,
4471,C04471,Permanent employment,39800,2026-09-10,
4472,C04472,Retired,17100,2026-09-10,
4473,C04473,Permanent employment,44600,2026-09-10,
4474,C04474,Permanent employment,46900,2026-09-10,
4475,C04475,Self-employed,54900,2026-09-10,
4476,C04476,Permanent employment,46200,2026-09-10,
4477,C04477,Parental leave,31000,2026-09-10,
4478,C04478,Temporary/Probation/Freelance,32700,2026-09-10,
4479,C04479,Permanent employment,51600,2026-09-10,
4480,C04480,Permanent employment,37000,2026-09-10,
4481,C04481,Self-employed,34700,2026-09-10,
4482,C04482,Permanent employment,37600,2026-09-10,
4483,C04483,Self-employed,55800,2026-09-10,
4484,C04484,Permanent employment,48100,2026-09-10,
4485,C04485,Self-employed,57900,2026-09-10,
4486,C04486,Permanent employment,25100,2026-09-10,
4487,C04487,Temporary/Probation/Freelance,26500,2026-09-10,
4488,C04488,Permanent employment,28300,2026-09-10,
4489,C04489,Permanent employment,56700,2026-09-10,
4490,C04490,Permanent employment,45900,2026-09-10,
4491,C04491,Permanent employment,39300,2026-09-10,
4492,C04492,Permanent employment,42100,2026-09-10,
4493,C04493,Self-employed,44700,2026-09-10,
4494,C04494,Retired,37700,2026-09-10,
4495,C04495,Permanent employment,41700,2026-09-10,
4496,C04496,Permanent employment,46300,2026-09-10,
4497,C04497,Permanent employment,40800,2026-09-10,
4498,C04498,Permanent employment,52800,2026-09-10,
4499,C04499,Permanent employment,56000,2026-09-10,
4500,C04500,Self-employed,18000,2026-09-10,
4501,C04501,Unemployed,17400,2026-09-10,
4502,C04502,Permanent employment,48100,2026-09-10,
4503,C04503,Permanent employment,39600,2026-09-10,
4504,C04504,Student,5000,2026-09-10,
4505,C04505,Permanent employment,30800,2026-09-10,
4506,C04506,Self-employed,56600,2026-09-10,
4507,C04507,Permanent employment,33500,2026-09-10,
4508,C04508,Student,11500,2026-09-10,
4509,C04509,Permanent employment,37400,2026-09-10,
4510,C04510,Retired,15500,2026-09-10,
4511,C04511,Permanent employment,38400,2026-09-10,
4512,C04512,Parental leave,37500,2026-09-10,
4513,C04513,Permanent employment,32600,2026-09-10,
4514,C04514,Unemployed,13800,2026-09-10,
4515,C04515,Permanent employment,45700,2026-09-10,
4516,C04516,Permanent employment,44400,2026-09-10,
4517,C04517,Unemployed,15200,2026-09-10,
4518,C04518,Retired,24000,2026-09-10,
4519,C04519,Unemployed,7000,2026-09-10,
4520,C04520,Permanent employment,39100,2026-09-10,
4521,C04521,Retired,26700,2026-09-10,
4522,C04522,Permanent employment,43500,2026-09-10,
4523,C04523,Retired,16900,2026-09-10,
4524,C04524,Permanent employment,42400,2026-09-10,
4525,C04525,Retired,30000,2026-09-10,
4526,C04526,Self-employed,21000,2026-09-10,
4527,C04527,Temporary/Probation/Freelance,23300,2026-09-10,
4528,C04528,Retired,23300,2026-09-10,
4529,C04529,Permanent employment,33700,2026-09-10,
4530,C04530,Parental leave,24200,2026-09-10,
4531,C04531,Permanent employment,43100,2026-09-10,
4532,C04532,Permanent employment,22000,2026-09-10,
4533,C04533,Permanent employment,36300,2026-09-10,
4534,C04534,Temporary/Probation/Freelance,19500,2026-09-10,
4535,C04535,Unemployed,18700,2026-09-10,
4536,C04536,Permanent employment,41100,2026-09-10,
4537,C04537,Permanent employment,50200,2026-09-10,
4538,C04538,Permanent employment,47700,2026-09-10,
4539,C04539,Permanent employment,32500,2026-09-10,
4540,C04540,Permanent employment,40500,2026-09-10,
4541,C04541,Permanent employment,49900,2026-09-10,
4542,C04542,Self-employed,45900,2026-09-10,
4543,C04543,Permanent employment,35500,2026-09-10,
4544,C04544,Permanent employment,47700,2026-09-10,
4545,C04545,Permanent employment,48400,2026-09-10,
4546,C04546,Retired,21300,2026-09-10,
4547,C04547,Permanent employment,22000,2026-09-10,
4548,C04548,Self-employed,29000,2026-09-10,
4549,C04549,Permanent employment,33900,2026-09-10,
4550,C04550,Self-employed,44600,2026-09-10,
4551,C04551,Retired,32100,2026-09-10,
4552,C04552,Permanent employment,33400,2026-09-10,
4553,C04553,Student,7500,2026-09-10,
4554,C04554,Retired,25700,2026-09-10,
4555,C04555,Permanent employment,44900,2026-09-10,
4556,C04556,Permanent employment,48600,2026-09-10,
4557,C04557,Unemployed,16300,2026-09-10,
4558,C04558,Unemployed,19200,2026-09-10,
4559,C04559,Retired,22900,2026-09-10,
4560,C04560,Retired,12000,2026-09-10,
4561,C04561,Permanent employment,33700,2026-09-10,
4562,C04562,Permanent employment,45100,2026-09-10,
4563,C04563,Retired,22000,2026-09-10,
4564,C04564,Temporary/Probation/Freelance,35800,2026-09-10,
4565,C04565,Permanent employment,45300,2026-09-10,
4566,C04566,Retired,24200,2026-09-10,
4567,C04567,Permanent employment,29300,2026-09-10,
4568,C04568,Parental leave,33400,2026-09-10,
4569,C04569,Permanent employment,40000,2026-09-10,
4570,C04570,Retired,28300,2026-09-10,
4571,C04571,Permanent employment,39900,2026-09-10,
4572,C04572,Permanent employment,63900,2026-09-10,
4573,C04573,Permanent employment,25800,2026-09-10,
4574,C04574,Retired,24600,2026-09-10,
4575,C04575,Student,13600,2026-09-10,
4576,C04576,Permanent employment,50800,2026-09-10,
4577,C04577,Permanent employment,45100,2026-09-10,
4578,C04578,Permanent employment,42300,2026-09-10,
4579,C04579,Permanent employment,49300,2026-09-10,
4580,C04580,Permanent employment,43800,2026-09-10,
4581,C04581,Retired,25500,2026-09-10,
4582,C04582,Permanent employment,49500,2026-09-10,
4583,C04583,Self-employed,45400,2026-09-10,
4584,C04584,Permanent employment,52300,2026-09-10,
4585,C04585,Permanent employment,50000,2026-09-10,
4586,C04586,Retired,21800,2026-09-10,
4587,C04587,Permanent employment,40000,2026-09-10,
4588,C04588,Permanent employment,43400,2026-09-10,
4589,C04589,Self-employed,46500,2026-09-10,
4590,C04590,Self-employed,34300,2026-09-10,
4591,C04591,Permanent employment,41600,2026-09-10,
4592,C04592,Self-employed,56700,2026-09-10,
4593,C04593,Permanent employment,41700,2026-09-10,
4594,C04594,Unemployed,19800,2026-09-10,
4595,C04595,Permanent employment,38000,2026-09-10,
4596,C04596,Permanent employment,39500,2026-09-10,
4597,C04597,Permanent employment,36500,2026-09-10,
4598,C04598,Permanent employment,29500,2026-09-10,
4599,C04599,Permanent employment,39400,2026-09-10,
4600,C04600,Temporary/Probation/Freelance,25900,2026-09-10,
4601,C04601,Student,7900,2026-09-10,
4602,C04602,Permanent employment,27800,2026-09-10,
4603,C04603,Retired,15500,2026-09-10,
4604,C04604,Permanent employment,46300,2026-09-10,
4605,C04605,Permanent employment,38100,2026-09-10,
4606,C04606,Retired,31200,2026-09-10,
4607,C04607,Self-employed,40700,2026-09-10,
4608,C04608,Permanent employment,42100,2026-09-10,
4609,C04609,Retired,21300,2026-09-10,
4610,C04610,Permanent employment,51400,2026-09-10,
4611,C04611,Parental leave,16000,2026-09-10,
4612,C04612,Permanent employment,30700,2026-09-10,
4613,C04613,Permanent employment,55700,2026-09-10,
4614,C04614,Permanent employment,27800,2026-09-10,
4615,C04615,Permanent employment,43300,2026-09-10,
4616,C04616,Unemployed,15600,2026-09-10,
4617,C04617,Retired,13900,2026-09-10,
4618,C04618,Retired,26300,2026-09-10,
4619,C04619,Permanent employment,47400,2026-09-10,
4620,C04620,Retired,23300,2026-09-10,
4621,C04621,Retired,31900,2026-09-10,
4622,C04622,Permanent employment,50000,2026-09-10,
4623,C04623,Temporary/Probation/Freelance,36500,2026-09-10,
4624,C04624,Permanent employment,52800,2026-09-10,
4625,C04625,Retired,18200,2026-09-10,
4626,C04626,Unemployed,11900,2026-09-10,
4627,C04627,Permanent employment,40400,2026-09-10,
4628,C04628,Permanent employment,41400,2026-09-10,
4629,C04629,Temporary/Probation/Freelance,26100,2026-09-10,
4630,C04630,Temporary/Probation/Freelance,28900,2026-09-10,
4631,C04631,Permanent employment,35300,2026-09-10,
4632,C04632,Permanent employment,37400,2026-09-10,
4633,C04633,Permanent employment,48600,2026-09-10,
4634,C04634,Temporary/Probation/Freelance,23000,2026-09-10,
4635,C04635,Temporary/Probation/Freelance,42600,2026-09-10,
4636,C04636,Retired,29500,2026-09-10,
4637,C04637,Permanent employment,36800,2026-09-10,
4638,C04638,Permanent employment,42900,2026-09-10,
4639,C04639,Self-employed,19500,2026-09-10,
4640,C04640,Retired,32800,2026-09-10,
4641,C04641,Retired,23900,2026-09-10,
4642,C04642,Permanent employment,44800,2026-09-10,
4643,C04643,Retired,25400,2026-09-10,
4644,C04644,Permanent employment,36800,2026-09-10,
4645,C04645,Permanent employment,38400,2026-09-10,
4646,C04646,Permanent employment,42300,2026-09-10,
4647,C04647,Unemployed,19000,2026-09-10,
4648,C04648,Permanent employment,34100,2026-09-10,
4649,C04649,Retired,33700,2026-09-10,
4650,C04650,Permanent employment,34700,2026-09-10,
4651,C04651,Permanent employment,31300,2026-09-10,
4652,C04652,Permanent employment,56700,2026-09-10,
4653,C04653,Permanent employment,49000,2026-09-10,
4654,C04654,Retired,26400,2026-09-10,
4655,C04655,Permanent employment,49600,2026-09-10,
4656,C04656,Parental leave,36000,2026-09-10,
4657,C04657,Retired,18000,2026-09-10,
4658,C04658,Permanent employment,48500,2026-09-10,
4659,C04659,Permanent employment,39800,2026-09-10,
4660,C04660,Permanent employment,27800,2026-09-10,
4661,C04661,Permanent employment,46700,2026-09-10,
4662,C04662,Permanent employment,38100,2026-09-10,
4663,C04663,Self-employed,47000,2026-09-10,
4664,C04664,Retired,30800,2026-09-10,
4665,C04665,Retired,17400,2026-09-10,
4666,C04666,Permanent employment,42200,2026-09-10,
4667,C04667,Parental leave,27400,2026-09-10,
4668,C04668,Retired,31900,2026-09-10,
4669,C04669,Unemployed,11800,2026-09-10,
4670,C04670,Self-employed,48900,2026-09-10,
4671,C04671,Self-employed,56400,2026-09-10,
4672,C04672,Retired,29200,2026-09-10,
4673,C04673,Temporary/Probation/Freelance,22200,2026-09-10,
4674,C04674,Permanent employment,36200,2026-09-10,
4675,C04675,Permanent employment,56200,2026-09-10,
4676,C04676,Retired,23800,2026-09-10,
4677,C04677,Student,15200,2026-09-10,
4678,C04678,Self-employed,82000,2026-09-10,
4679,C04679,Temporary/Probation/Freelance,29500,2026-09-10,
4680,C04680,Permanent employment,48800,2026-09-10,
4681,C04681,Permanent employment,51700,2026-09-10,
4682,C04682,Permanent employment,28500,2026-09-10,
4683,C04683,Retired,26700,2026-09-10,
4684,C04684,Permanent employment,55500,2026-09-10,
4685,C04685,Permanent employment,32000,2026-09-10,
4686,C04686,Permanent employment,44200,2026-09-10,
4687,C04687,Parental leave,30700,2026-09-10,
4688,C04688,Temporary/Probation/Freelance,29200,2026-09-10,
4689,C04689,Permanent employment,43600,2026-09-10,
4690,C04690,Retired,16100,2026-09-10,
4691,C04691,Permanent employment,47700,2026-09-10,
4692,C04692,Permanent employment,39800,2026-09-10,
4693,C04693,Permanent employment,40000,2026-09-10,
4694,C04694,Permanent employment,31800,2026-09-10,
4695,C04695,Permanent employment,35000,2026-09-10,
4696,C04696,Self-employed,71600,2026-09-10,
4697,C04697,Permanent employment,45500,2026-09-10,
4698,C04698,Permanent employment,50200,2026-09-10,
4699,C04699,Permanent employment,31800,2026-09-10,
4700,C04700,Permanent employment,29400,2026-09-10,
4701,C04701,Permanent employment,33400,2026-09-10,
4702,C04702,Permanent employment,22000,2026-09-10,
4703,C04703,Self-employed,32400,2026-09-10,
4704,C04704,Temporary/Probation/Freelance,39200,2026-09-10,
4705,C04705,Permanent employment,44300,2026-09-10,
4706,C04706,Self-employed,71100,2026-09-10,
4707,C04707,Permanent employment,47000,2026-09-10,
4708,C04708,Permanent employment,45500,2026-09-10,
4709,C04709,Retired,22200,2026-09-10,
4710,C04710,Permanent employment,33300,2026-09-10,
4711,C04711,Permanent employment,37900,2026-09-10,
4712,C04712,Permanent employment,53600,2026-09-10,
4713,C04713,Student,10900,2026-09-10,
4714,C04714,Unemployed,8500,2026-09-10,
4715,C04715,Permanent employment,49500,2026-09-10,
4716,C04716,Permanent employment,34100,2026-09-10,
4717,C04717,Permanent employment,48200,2026-09-10,
4718,C04718,Retired,22100,2026-09-10,
4719,C04719,Permanent employment,49800,2026-09-10,
4720,C04720,Permanent employment,41200,2026-09-10,
4721,C04721,Permanent employment,50100,2026-09-10,
4722,C04722,Student,2300,2026-09-10,
4723,C04723,Permanent employment,40300,2026-09-10,
4724,C04724,Permanent employment,41900,2026-09-10,
4725,C04725,Unemployed,15500,2026-09-10,
4726,C04726,Student,8500,2026-09-10,
4727,C04727,Retired,17600,2026-09-10,
4728,C04728,Permanent employment,42300,2026-09-10,
4729,C04729,Permanent employment,51700,2026-09-10,
4730,C04730,Self-employed,34100,2026-09-10,
4731,C04731,Permanent employment,39400,2026-09-10,
4732,C04732,Temporary/Probation/Freelance,24600,2026-09-10,
4733,C04733,Permanent employment,29200,2026-09-10,
4734,C04734,Retired,24400,2026-09-10,
4735,C04735,Permanent employment,72200,2026-09-10,
4736,C04736,Permanent employment,28600,2026-09-10,
4737,C04737,Permanent employment,51700,2026-09-10,
4738,C04738,Parental leave,16000,2026-09-10,
4739,C04739,Permanent employment,44600,2026-09-10,
4740,C04740,Permanent employment,35300,2026-09-10,
4741,C04741,Temporary/Probation/Freelance,33500,2026-09-10,
4742,C04742,Permanent employment,34100,2026-09-10,
4743,C04743,Permanent employment,25900,2026-09-10,
4744,C04744,Retired,16000,2026-09-10,
4745,C04745,Temporary/Probation/Freelance,15000,2026-09-10,
4746,C04746,Student,8500,2026-09-10,
4747,C04747,Permanent employment,33000,2026-09-10,
4748,C04748,Student,7900,2026-09-10,
4749,C04749,Unemployed,12600,2026-09-10,
4750,C04750,Permanent employment,37100,2026-09-10,
4751,C04751,Permanent employment,45800,2026-09-10,
4752,C04752,Permanent employment,43500,2026-09-10,
4753,C04753,Permanent employment,48800,2026-09-10,
4754,C04754,Permanent employment,61700,2026-09-10,
4755,C04755,Retired,25500,2026-09-10,
4756,C04756,Retired,31600,2026-09-10,
4757,C04757,Student,10600,2026-09-10,
4758,C04758,Permanent employment,46300,2026-09-10,
4759,C04759,Permanent employment,42700,2026-09-10,
4760,C04760,Retired,23200,2026-09-10,
4761,C04761,Permanent employment,39400,2026-09-10,
4762,C04762,Retired,33800,2026-09-10,
4763,C04763,Permanent employment,49800,2026-09-10,
4764,C04764,Permanent employment,39800,2026-09-10,
4765,C04765,Permanent employment,37800,2026-09-10,
4766,C04766,Retired,22700,2026-09-10,
4767,C04767,Retired,30700,2026-09-10,
4768,C04768,Permanent employment,55100,2026-09-10,
4769,C04769,Self-employed,46400,2026-09-10,
4770,C04770,Self-employed,67100,2026-09-10,
4771,C04771,Temporary/Probation/Freelance,31400,2026-09-10,
4772,C04772,Temporary/Probation/Freelance,40200,2026-09-10,
4773,C04773,Permanent employment,23400,2026-09-10,
4774,C04774,Retired,17900,2026-09-10,
4775,C04775,Permanent employment,47200,2026-09-10,
4776,C04776,Retired,15400,2026-09-10,
4777,C04777,Permanent employment,33000,2026-09-10,
4778,C04778,Permanent employment,45300,2026-09-10,
4779,C04779,Permanent employment,26800,2026-09-10,
4780,C04780,Parental leave,19200,2026-09-10,
4781,C04781,Permanent employment,32300,2026-09-10,
4782,C04782,Self-employed,24400,2026-09-10,
4783,C04783,Unemployed,12200,2026-09-10,
4784,C04784,Permanent employment,49400,2026-09-10,
4785,C04785,Unemployed,13700,2026-09-10,
4786,C04786,Permanent employment,42000,2026-09-10,
4787,C04787,Retired,13300,2026-09-10,
4788,C04788,Retired,34400,2026-09-10,
4789,C04789,Unemployed,17200,2026-09-10,
4790,C04790,Permanent employment,40500,2026-09-10,
4791,C04791,Parental leave,24600,2026-09-10,
4792,C04792,Unemployed,11800,2026-09-10,
4793,C04793,Temporary/Probation/Freelance,22200,2026-09-10,
4794,C04794,Permanent employment,42900,2026-09-10,
4795,C04795,Permanent employment,52800,2026-09-10,
4796,C04796,Permanent employment,52100,2026-09-10,
4797,C04797,Permanent employment,45100,2026-09-10,
4798,C04798,Retired,14800,2026-09-10,
4799,C04799,Permanent employment,30700,2026-09-10,
4800,C04800,Unemployed,17800,2026-09-10,
4801,C04801,Parental leave,32700,2026-09-10,
4802,C04802,Student,7800,2026-09-10,
4803,C04803,Permanent employment,48000,2026-09-10,
4804,C04804,Permanent employment,41500,2026-09-10,
4805,C04805,Retired,13200,2026-09-10,
4806,C04806,Permanent employment,29200,2026-09-10,
4807,C04807,Temporary/Probation/Freelance,29900,2026-09-10,
4808,C04808,Retired,12000,2026-09-10,
4809,C04809,Permanent employment,45700,2026-09-10,
4810,C04810,Retired,27500,2026-09-10,
4811,C04811,Permanent employment,35400,2026-09-10,
4812,C04812,Permanent employment,34400,2026-09-10,
4813,C04813,Student,5300,2026-09-10,
4814,C04814,Permanent employment,23800,2026-09-10,
4815,C04815,Retired,33700,2026-09-10,
4816,C04816,Retired,25300,2026-09-10,
4817,C04817,Permanent employment,41700,2026-09-10,
4818,C04818,Retired,36700,2026-09-10,
4819,C04819,Retired,17300,2026-09-10,
4820,C04820,Permanent employment,36600,2026-09-10,
4821,C04821,Permanent employment,40100,2026-09-10,
4822,C04822,Permanent employment,59600,2026-09-10,
4823,C04823,Permanent employment,43000,2026-09-10,
4824,C04824,Permanent employment,46300,2026-09-10,
4825,C04825,Permanent employment,56300,2026-09-10,
4826,C04826,Self-employed,64500,2026-09-10,
4827,C04827,Permanent employment,31600,2026-09-10,
4828,C04828,Permanent employment,35800,2026-09-10,
4829,C04829,Permanent employment,44500,2026-09-10,
4830,C04830,Self-employed,47900,2026-09-10,
4831,C04831,Retired,26100,2026-09-10,
4832,C04832,Unemployed,10400,2026-09-10,
4833,C04833,Permanent employment,53700,2026-09-10,
4834,C04834,Self-employed,53000,2026-09-10,
4835,C04835,Unemployed,16600,2026-09-10,
4836,C04836,Self-employed,69700,2026-09-10,
4837,C04837,Permanent employment,46900,2026-09-10,
4838,C04838,Permanent employment,43500,2026-09-10,
4839,C04839,Student,8200,2026-09-10,
4840,C04840,Permanent employment,43400,2026-09-10,
4841,C04841,Self-employed,42100,2026-09-10,
4842,C04842,Retired,12000,2026-09-10,
4843,C04843,Self-employed,33800,2026-09-10,
4844,C04844,Unemployed,9600,2026-09-10,
4845,C04845,Permanent employment,23800,2026-09-10,
4846,C04846,Permanent employment,46100,2026-09-10,
4847,C04847,Permanent employment,46100,2026-09-10,
4848,C04848,Unemployed,10600,2026-09-10,
4849,C04849,Permanent employment,41000,2026-09-10,
4850,C04850,Permanent employment,42000,2026-09-10,
4851,C04851,Permanent employment,40900,2026-09-10,
4852,C04852,Permanent employment,44000,2026-09-10,
4853,C04853,Permanent employment,41300,2026-09-10,
4854,C04854,Self-employed,55800,2026-09-10,
4855,C04855,Permanent employment,42900,2026-09-10,
4856,C04856,Permanent employment,35700,2026-09-10,
4857,C04857,Permanent employment,34700,2026-09-10,
4858,C04858,Self-employed,29900,2026-09-10,
4859,C04859,Permanent employment,47200,2026-09-10,
4860,C04860,Retired,27900,2026-09-10,
4861,C04861,Permanent employment,43000,2026-09-10,
4862,C04862,Permanent employment,49600,2026-09-10,
4863,C04863,Student,10100,2026-09-10,
4864,C04864,Permanent employment,47300,2026-09-10,
4865,C04865,Permanent employment,41000,2026-09-10,
4866,C04866,Retired,32300,2026-09-10,
4867,C04867,Permanent employment,46100,2026-09-10,
4868,C04868,Temporary/Probation/Freelance,33100,2026-09-10,
4869,C04869,Self-employed,46200,2026-09-10,
4870,C04870,Permanent employment,43600,2026-09-10,
4871,C04871,Permanent employment,46800,2026-09-10,
