customer_id,date_of_birth,region_id
C04895,1990-05-20,12
C04896,1996-11-20,8
C04897,2001-06-10,1
C04898,1988-01-06,20
C04899,1994-07-25,21
C04900,1961-03-11,21
C04901,2002-05-09,12
C04902,1978-07-28,13
C04903,1996-03-15,19
C04904,1985-02-15,19
C04905,1953-05-11,12
C04906,2001-02-17,12
C04907,1951-02-12,7
C04908,1991-12-07,19
C04909,1967-11-06,20
C04910,1976-02-21,12
C04911,1951-09-12,21
C04912,1975-01-21,3
C04913,1975-05-08,4
C04914,1994-07-20,11
C04915,1991-09-29,14
C04916,1954-01-04,9
C04917,1984-02-12,1
C04918,1983-11-13,19
C04919,1964-02-13,12
C04920,1985-12-16,9
C04921,1953-07-04,19
C04922,1969-04-12,13
C04923,1975-10-19,5
C04924,1957-06-21,7
C04925,2003-07-15,19
C04926,1998-08-09,12
C04927,1971-12-26,17
C04928,1991-12-16,12
C04929,1967-03-14,12
C04930,1951-02-11,18
C04931,1986-04-30,2
C04932,1988-06-29,12
C04933,1960-05-09,4
C04934,1990-02-08,13
C04935,1979-04-29,19
C04936,1990-08-12,12
C04937,1960-10-17,7
C04938,1974-01-01,11
C04939,1966-11-15,5
C04940,1952-07-24,11
C04941,1991-01-17,11
C04942,1982-11-23,16
C04943,1954-04-07,12
C04944,1987-10-04,12
C04945,1964-07-01,19
C04946,1949-07-30,12
C04947,1961-11-27,11
C04948,1965-04-16,11
C04949,1951-02-13,21
C04950,1947-07-18,17
C04951,1985-03-12,13
C04952,2006-01-08,13
C04953,1985-09-20,12
C04954,1968-09-06,12
C04955,1972-04-04,7
C04956,1962-02-21,19
C04957,1981-10-04,19
C04958,1970-02-09,20
C04959,1992-04-13,12
C04960,1965-07-01,12
C04961,1972-11-10,16
C04962,1997-02-25,12
C04963,1983-10-17,16
C04964,1967-01-21,20
C04965,1974-09-15,4
C04966,1995-06-14,9
C04967,1953-02-11,12
C04968,1969-08-05,5
C04969,1948-03-25,19
C04970,1990-12-22,12
C04971,1979-09-22,15
C04972,1950-01-01,12
C04973,1976-09-07,11
C04974,1962-08-24,18
C04975,1992-07-02,12
C04976,1983-01-31,14
C04977,1999-01-31,12
C04978,1992-07-30,12
C04979,2005-08-03,12
C04980,2004-01-28,12
C04981,1960-11-28,13
C04982,1999-10-09,20
C04983,1969-06-06,17
C04984,1955-03-27,8
C04985,1980-03-23,12
C04986,1996-11-28,12
C04987,1969-12-04,19
C04988,1975-02-10,19
C04989,1962-05-11,16
C04990,1963-10-14,12
C04991,1954-06-16,19
C04992,1973-09-17,11
C04993,1982-09-03,4
C04994,1963-04-05,11
C04995,2006-04-15,11
C04996,1950-02-16,19
C04997,2001-05-13,20
C04998,1982-06-25,13
C04999,1960-03-30,12
C05000,1975-09-23,1
C05001,1990-09-26,12
C05002,1976-10-20,1
C05003,1947-09-05,10
C05004,1987-03-10,11
C05005,1947-05-19,19
C05006,1997-12-24,19
C05007,1967-02-13,20
C05008,1950-07-03,6
C05009,2000-12-06,19
C05010,1986-04-12,11
C05011,1995-01-09,21
C05012,1964-02-27,7
C05013,1980-07-28,21
C05014,1965-02-16,21
C05015,1996-07-26,19
C05016,1993-09-07,5
C05017,2003-10-03,12
C05018,1988-04-10,16
C05019,1973-03-09,3
C05020,1960-10-13,11
C05021,1965-10-08,19
C05022,1984-02-27,19
C05023,1951-02-04,21
C05024,1968-02-08,15
C05025,1960-08-20,12
C05026,1980-06-17,11
C05027,1992-09-10,13
C05028,2006-07-26,19
C05029,1966-11-27,12
C05030,1996-06-29,19
C05031,1988-07-02,12
C05032,1977-11-13,4
C05033,1977-01-15,2
C05034,1976-12-27,7
C05035,1992-11-08,9
C05036,1984-02-17,19
C05037,1973-09-06,12
C05038,1949-04-01,12
C05039,1969-01-12,12
C05040,1948-07-26,11
C05041,1969-05-14,12
C05042,1981-03-20,13
C05043,1992-02-27,19
C05044,1966-06-26,12
C05045,1968-08-07,12
C05046,1973-12-19,17
C05047,1980-01-05,19
C05048,1980-05-13,21
C05049,1985-02-02,12
C05050,1977-04-23,5
C05051,2001-03-20,12
C05052,1954-11-09,16
C05053,1995-02-18,19
C05054,1992-03-12,16
C05055,1986-01-20,18
C05056,1968-05-02,11
C05057,1984-03-25,19
C05058,1990-03-04,20
C05059,1980-03-15,11
C05060,1989-10-24,12
C05061,1959-05-14,11
C05062,1955-12-05,12
C05063,1981-08-18,19
C05064,1990-01-17,19
C05065,1962-04-28,10
C05066,2005-06-16,19
C05067,1980-10-13,15
C05068,1989-03-11,14
C05069,1951-10-12,21
C05070,2002-03-22,17
C05071,1981-03-03,19
C05072,1965-05-31,19
C05073,1977-06-16,14
C05074,1993-06-07,19
C05075,1960-05-21,2
C05076,1981-01-02,12
C05077,1973-08-22,19
C05078,1994-08-01,9
C05079,1971-11-16,12
C05080,1986-06-18,19
C05081,2001-11-19,12
C05082,1993-12-09,14
C05083,1954-09-10,15
C05084,1996-10-19,19
C05085,1995-06-28,14
C05086,1980-12-20,6
C05087,1968-02-20,12
C05088,2004-10-06,10
C05089,1972-02-27,19
C05090,1998-09-15,9
C05091,2002-12-12,12
C05092,2005-10-10,21
C05093,1950-11-23,12
C05094,2000-08-30,19
C05095,2002-08-13,7
C05096,1990-10-05,13
C05097,1954-06-11,19
C05098,1988-08-13,12
C05099,1989-01-18,5
C05100,2005-09-22,12
C05101,1990-01-31,19
C05102,1978-10-01,19
C05103,1979-08-11,15
C05104,1986-08-15,12
C05105,1982-08-15,12
C05106,1994-05-03,12
C05107,1986-08-14,12
C05108,1999-11-04,12
C05109,1970-07-02,11
C05110,1948-08-13,5
C05111,1955-05-18,18
C05112,1961-03-27,8
C05113,1981-02-27,11
C05114,1964-12-22,10
C05115,1982-09-12,11
C05116,1967-03-26,11
C05117,1981-03-04,10
C05118,1977-02-03,10
C05119,1971-03-18,3
C05120,1982-08-15,19
C05121,1982-09-26,11
C05122,1958-05-29,19
C05123,2006-04-05,6
C05124,1980-02-10,21
C05125,1955-01-31,20
C05126,1980-07-21,19
C05127,1978-08-30,13
C05128,1996-03-31,15
C05129,1989-11-30,3
C05130,1959-09-16,12
C05131,1980-01-18,10
C05132,1979-06-28,3
C05133,1997-04-17,11
C05134,2006-01-11,20
C05135,1956-03-02,16
C05136,1983-01-07,2
C05137,1972-05-23,11
C05138,2002-01-16,11
C05139,1967-06-05,13
C05140,1950-11-03,11
C05141,1976-04-23,6
C05142,1992-01-01,19
C05143,1974-04-14,12
C05144,1968-10-24,12
C05145,1989-11-05,17
C05146,1959-07-18,18
C05147,1962-11-09,11
C05148,1946-10-09,19
C05149,1966-08-23,13
C05150,1992-01-26,15
C05151,1988-08-25,5
C05152,1991-12-07,19
C05153,1958-11-28,7
C05154,1970-04-17,1
C05155,1967-11-08,12
C05156,1983-07-15,6
C05157,1998-07-11,6
C05158,1967-06-29,20
C05159,1974-02-19,17
C05160,1999-11-26,19
C05161,1978-12-12,14
C05162,2003-08-05,19
C05163,1985-02-05,21
C05164,1978-08-07,1
C05165,2001-01-12,13
C05166,1954-12-04,3
C05167,1993-04-07,19
C05168,2001-02-11,12
C05169,2001-02-02,12
C05170,1970-09-19,19
C05171,1982-08-02,15
C05172,1975-03-31,11
C05173,2004-02-16,12
C05174,2006-08-18,1
C05175,1989-01-24,19
C05176,1954-06-14,19
C05177,1952-12-18,12
C05178,1999-04-20,16
C05179,1978-12-27,12
C05180,1946-11-23,12
C05181,1991-06-24,11
C05182,1959-11-24,21
C05183,1994-09-19,10
C05184,1959-09-06,12
C05185,1965-05-12,21
C05186,1956-12-09,9
C05187,1962-02-03,11
C05188,1984-03-26,12
C05189,1957-04-11,12
C05190,1989-08-14,14
C05191,1982-09-13,11
C05192,1965-02-05,19
C05193,1967-06-10,19
C05194,1955-02-26,11
C05195,1992-01-09,9
C05196,1952-09-15,2
C05197,1967-06-20,11
C05198,2004-08-26,13
C05199,1983-08-13,19
C05200,1991-06-23,19
C05201,1988-02-17,9
C05202,1961-05-22,12
C05203,1963-11-20,12
C05204,1968-11-17,18
C05205,1960-03-30,12
C05206,1988-08-19,5
C05207,1951-06-30,12
C05208,1988-11-04,12
C05209,1951-01-23,13
C05210,1996-10-26,12
C05211,1946-09-27,12
C05212,1994-02-04,19
C05213,1982-05-12,11
C05214,1963-12-15,15
C05215,1985-02-04,12
C05216,1974-02-24,4
C05217,1987-06-13,10
C05218,1962-04-10,12
C05219,1991-10-16,16
C05220,2004-01-01,14
C05221,1986-03-10,19
C05222,1974-08-13,13
C05223,2001-06-28,11
C05224,1986-05-17,11
C05225,1986-02-21,7
C05226,2003-12-06,19
C05227,1977-01-21,5
C05228,1957-09-22,11
C05229,2001-07-24,10
C05230,1972-05-17,6
C05231,1964-05-23,16
C05232,1986-07-04,2
C05233,1969-02-26,14
C05234,1989-05-01,7
C05235,1975-11-25,12
C05236,2003-01-14,10
C05237,1965-03-22,12
C05238,1963-11-05,7
C05239,2001-10-02,12
C05240,1982-01-20,12
C05241,1956-06-29,14
C05242,1990-12-26,19
C05243,1976-04-05,12
C05244,1952-11-01,11
C05245,1961-12-22,20
C05246,1977-10-12,19
C05247,1948-08-08,12
C05248,1948-01-21,4
C05249,1971-10-27,19
C05250,1981-06-08,12
C05251,1983-03-06,19
C05252,1957-12-02,19
C05253,1970-03-29,11
C05254,2000-09-23,12
C05255,1959-02-26,5
C05256,1974-11-30,19
C05257,2004-03-12,14
C05258,1971-12-21,19
C05259,1990-08-04,7
C05260,1947-05-25,11
C05261,1992-09-29,9
C05262,1949-12-05,21
C05263,1979-09-20,18
C05264,2001-10-13,19
C05265,1954-09-02,21
C05266,1971-12-17,1
C05267,1984-08-24,19
C05268,1978-10-20,20
C05269,1959-11-23,19
C05270,1983-04-22,11
C05271,1999-08-02,16
C05272,1994-07-25,19
C05273,1989-11-14,12
C05274,1969-05-26,11
C05275,1980-12-18,8
C05276,1995-10-13,15
C05277,1995-01-27,12
C05278,1987-10-31,8
C05279,1961-08-04,21
C05280,1989-02-26,12
C05281,1953-06-12,7
C05282,1977-02-05,19
C05283,1996-09-09,7
C05284,1957-10-28,5
C05285,1981-05-21,5
C05286,1967-04-09,5
C05287,1956-11-15,11
C05288,2002-07-28,12
C05289,1996-04-15,12
C05290,1970-09-08,15
C05291,1991-04-29,11
C05292,2000-03-13,19
C05293,2002-08-13,11
C05294,2005-09-01,12
C05295,1965-09-29,15
C05296,1997-04-16,12
C05297,1976-11-10,6
C05298,1976-03-01,12
C05299,1982-03-30,11
C05300,2006-04-10,12
C05301,1965-02-14,4
C05302,2005-04-28,10
C05303,1966-01-03,12
C05304,1953-04-18,13
C05305,1984-10-09,12
C05306,1980-01-14,15
C05307,1978-11-03,21
C05308,1984-09-07,5
C05309,1950-09-19,12
C05310,1952-11-11,19
C05311,1988-07-17,11
C05312,1972-09-27,19
C05313,1960-09-09,15
C05314,1948-10-17,12
C05315,1976-12-01,11
C05316,1980-03-26,19
C05317,1991-01-15,11
C05318,1949-06-06,12
C05319,1997-07-25,15
C05320,1979-11-15,10
C05321,1985-01-05,16
C05322,1984-04-28,19
C05323,1990-04-03,8
C05324,1955-05-24,21
C05325,2003-03-28,12
C05326,1980-11-29,8
C05327,1998-11-24,12
C05328,2001-06-15,14
C05329,1986-09-22,4
C05330,1973-11-08,16
C05331,2001-05-04,6
C05332,1982-09-22,12
C05333,1999-08-15,4
C05334,1987-04-05,12
C05335,1953-05-07,11
C05336,1956-10-09,19
C05337,1982-10-06,11
C05338,1972-09-09,16
C05339,1953-12-21,21
C05340,2004-03-20,11
C05341,1961-02-10,12
C05342,1958-02-01,18
C05343,1993-04-28,8
C05344,1992-01-06,19
C05345,1954-02-13,19
C05346,1978-03-29,19
C05347,2003-09-09,11
C05348,2001-03-27,13
C05349,1971-11-01,19
C05350,1968-05-27,16
C05351,1968-12-27,20
C05352,1956-01-08,12
C05353,1987-03-16,12
C05354,1977-01-31,11
C05355,1979-10-06,19
C05356,1989-05-24,21
C05357,1995-12-01,19
C05358,1960-05-22,17
C05359,1947-05-13,11
C05360,1978-03-13,14
C05361,1980-08-05,17
C05362,1992-11-11,11
C05363,1978-11-27,8
C05364,1962-02-12,7
C05365,1972-07-27,8
C05366,1956-02-04,19
C05367,1981-02-02,1
C05368,1982-01-17,21
C05369,1969-01-12,19
C05370,1993-09-17,12
C05371,1987-03-25,12
C05372,1984-05-18,19
C05373,1990-07-24,2
C05374,1964-11-22,14
C05375,1973-06-17,12
C05376,1964-11-17,19
C05377,1979-06-06,19
C05378,1984-09-21,11
C05379,1947-01-05,12
C05380,1994-08-14,12
C05381,2000-10-20,19
C05382,1979-08-19,11
C05383,1987-08-22,18
C05384,2002-10-21,11
C05385,1965-10-24,19
C05386,1978-12-26,17
C05387,1988-05-25,12
C05388,1957-07-14,11
C05389,1978-12-03,12
C05390,1958-03-04,7
C05391,1997-06-01,12
C05392,1980-04-19,12
C05393,1951-10-15,17
C05394,1973-04-21,5
C05395,1962-06-24,4
C05396,1984-04-07,1
C05397,1996-06-26,5
C05398,1972-07-05,12
C05399,1989-07-06,11
C05400,1951-07-08,11
C05401,2000-06-12,12
C05402,1955-06-06,15
C05403,1954-05-06,13
C05404,1992-04-14,11
C05405,1990-09-19,11
C05406,1948-08-04,10
C05407,1947-05-25,12
C05408,1986-01-13,11
C05409,1984-10-24,11
C05410,1973-05-31,12
C05411,1969-05-23,19
C05412,1990-02-21,13
C05413,1967-02-09,12
C05414,2002-03-27,12
C05415,2005-03-02,20
C05416,1990-12-15,12
C05417,1986-03-19,11
C05418,1983-05-09,12
C05419,1972-05-02,12
C05420,1982-11-01,12
C05421,1994-12-04,11
C05422,1985-03-18,14
C05423,1946-12-30,12
C05424,1984-01-03,15
C05425,1982-07-19,11
C05426,1980-05-14,12
C05427,1948-04-21,11
C05428,1996-03-31,12
C05429,1966-10-04,5
C05430,1966-09-28,21
C05431,1978-12-19,12
C05432,1999-05-22,12
C05433,1966-04-23,21
C05434,2002-11-23,20
C05435,1972-01-13,12
C05436,1961-09-26,12
C05437,1995-04-14,11
C05438,1947-10-07,11
C05439,2005-12-22,12
C05440,1948-08-21,13
C05441,1978-10-09,14
C05442,2001-05-14,12
C05443,1991-11-17,21
C05444,1958-12-20,12
C05445,2001-10-31,19
C05446,1992-12-09,10
C05447,1989-02-11,19
C05448,1972-09-09,7
C05449,1972-06-20,19
C05450,1993-02-22,11
C05451,1991-02-20,18
C05452,1995-11-05,19
C05453,1993-02-10,19
C05454,1987-01-03,12
C05455,1962-06-09,8
C05456,2000-07-13,21
C05457,1987-03-31,12
C05458,1990-11-13,21
C05459,1953-06-22,11
C05460,1952-06-07,5
C05461,1949-05-14,17
C05462,1991-12-22,14
C05463,2006-04-16,12
C05464,1986-01-22,2
C05465,1983-06-16,6
C05466,1978-11-30,11
C05467,1967-12-01,12
C05468,1949-07-02,11
C05469,1956-08-22,12
C05470,1987-11-05,2
C05471,1970-11-19,19
C05472,1984-12-19,14
C05473,2001-11-22,2
C05474,1963-12-31,19
C05475,2005-12-19,16
C05476,1987-04-11,10
C05477,1983-11-27,12
C05478,1971-09-04,12
C05479,1971-07-12,11
C05480,1985-05-16,16
C05481,1947-05-19,10
C05482,1986-05-31,11
C05483,1986-10-10,12
C05484,1967-06-29,12
C05485,1962-10-10,19
C05486,1961-07-27,5
C05487,1994-03-18,11
C05488,1970-04-12,11
C05489,1974-11-20,19
C05490,1956-06-20,18
C05491,1992-03-15,21
C05492,1970-08-10,12
C05493,1979-05-08,19
C05494,1988-04-17,4
C05495,1974-11-07,7
C05496,1984-05-31,14
C05497,1980-02-23,12
C05498,1954-04-09,14
C05499,1973-08-17,12
C05500,1964-11-14,5
C05501,1981-07-11,13
C05502,2001-12-29,19
C05503,2000-03-28,12
C05504,1977-08-19,12
C05505,1984-05-13,11
C05506,1999-11-15,11
C05507,1981-08-02,14
C05508,1987-10-08,20
C05509,1997-12-22,12
C05510,1973-08-25,7
C05511,1998-09-29,11
C05512,1958-02-04,2
C05513,1959-07-03,8
C05514,1970-08-31,9
C05515,1998-06-04,5
C05516,1964-01-07,21
C05517,1960-11-19,19
C05518,1964-08-04,14
C05519,1993-09-29,20
C05520,1969-08-31,14
C05521,1948-03-11,10
C05522,1972-01-04,21
C05523,1962-01-23,2
C05524,1976-08-15,9
C05525,1978-08-02,14
C05526,2002-08-06,12
C05527,1971-07-27,18
C05528,2001-03-27,21
C05529,1987-08-31,21
C05530,1983-10-15,12
C05531,1981-05-26,16
C05532,2000-02-16,14
C05533,1965-05-03,14
C05534,1954-07-10,6
C05535,1999-04-17,4
C05536,1993-12-16,14
C05537,2001-03-11,2
C05538,1952-11-18,14
C05539,1979-11-27,12
C05540,1980-03-11,20
C05541,1997-12-07,19
C05542,1962-08-08,13
C05543,1958-10-19,12
C05544,1958-08-30,12
C05545,1966-09-05,19
C05546,2002-02-08,16
C05547,2000-02-26,14
C05548,2004-06-07,20
C05549,1992-06-28,12
C05550,1998-10-11,19
C05551,1996-11-28,12
C05552,1986-09-24,5
C05553,1957-11-05,14
C05554,1974-05-05,17
C05555,1956-08-21,13
C05556,1965-12-11,9
C05557,2001-01-19,18
C05558,1966-06-07,1
C05559,1989-06-01,14
C05560,1965-12-18,11
C05561,1982-02-16,18
C05562,1949-04-28,1
C05563,1986-06-06,12
C05564,1990-02-10,9
C05565,1961-04-18,16
C05566,2004-04-21,12
C05567,1969-02-01,8
C05568,1967-09-05,19
C05569,1947-03-19,12
C05570,1947-05-23,21
C05571,1957-09-20,6
C05572,2003-06-08,12
C05573,1953-11-27,19
C05574,1964-11-01,18
C05575,1962-04-21,13
C05576,1993-08-18,12
C05577,1971-07-08,4
C05578,1947-02-02,19
C05579,1957-06-05,12
C05580,1988-08-31,12
C05581,2006-07-11,19
C05582,1986-04-20,8
C05583,1961-06-02,11
C05584,1971-09-04,16
C05585,1974-03-16,8
C05586,2005-08-30,2
C05587,1982-03-24,19
C05588,1975-10-17,12
C05589,1948-07-22,19
C05590,1965-12-13,11
C05591,1986-01-29,12
C05592,1974-04-28,13
C05593,2002-10-15,11
C05594,1958-12-18,5
C05595,1986-07-05,16
C05596,1978-01-31,18
C05597,1989-12-20,12
C05598,1966-09-04,19
C05599,1962-04-04,12
C05600,1966-10-26,12
C05601,1982-10-17,12
C05602,1985-10-31,5
C05603,1999-03-04,12
C05604,1966-12-16,7
C05605,2005-04-18,14
C05606,1974-02-28,21
C05607,1953-04-13,6
C05608,1953-12-09,10
C05609,1989-07-19,19
C05610,1972-10-20,11
C05611,2004-06-10,19
C05612,1964-03-06,19
C05613,1952-04-19,19
C05614,1993-09-04,12
C05615,1985-05-29,21
C05616,1958-03-01,21
C05617,1951-11-07,7
C05618,1993-04-13,21
C05619,1979-04-03,15
C05620,1998-09-26,19
C05621,2000-01-15,12
C05622,1952-06-09,13
C05623,1947-08-15,19
C05624,1969-04-27,12
C05625,2006-03-29,12
C05626,1946-11-02,20
C05627,1988-04-04,11
C05628,1983-10-09,18
C05629,1977-08-18,20
C05630,2000-07-07,4
C05631,1969-05-07,12
C05632,1981-03-09,12
C05633,2000-08-25,13
C05634,2001-08-31,12
C05635,1999-11-19,11
C05636,2004-06-28,15
C05637,1980-12-18,16
C05638,1950-12-12,4
C05639,2005-11-03,11
C05640,2005-02-13,19
C05641,1977-04-01,12
C05642,1953-12-04,8
C05643,1986-09-22,2
C05644,1984-04-06,12
C05645,1975-06-17,11
C05646,1988-05-15,2
C05647,2004-01-21,12
C05648,1962-12-03,10
C05649,1962-07-02,12
C05650,1973-07-07,2
C05651,1967-06-10,7
C05652,1964-03-23,12
C05653,1995-06-08,12
C05654,1983-05-14,19
C05655,1994-11-19,2
C05656,1998-08-26,19
C05657,1968-08-18,17
C05658,1950-11-22,18
C05659,1954-01-12,12
C05660,1965-10-24,19
C05661,1992-12-16,21
C05662,1992-01-20,11
C05663,1947-12-19,12
C05664,1975-08-07,13
C05665,1974-11-19,19
C05666,1968-07-12,12
C05667,1969-04-06,19
C05668,1954-03-08,17
C05669,2002-09-21,12
C05670,1968-07-18,15
C05671,1960-09-14,19
C05672,1985-01-09,12
C05673,1971-01-09,15
C05674,1982-06-16,12
C05675,1952-03-03,14
C05676,2003-07-12,12
C05677,1978-10-11,11
C05678,1999-07-28,11
C05679,1971-05-09,7
C05680,1997-12-01,12
C05681,2001-04-23,18
C05682,1973-11-30,2
C05683,1947-07-15,11
C05684,2000-10-25,14
C05685,1996-01-12,12
C05686,1965-04-05,2
C05687,1971-10-11,12
C05688,1948-02-01,12
C05689,2000-01-18,11
C05690,1967-12-03,19
C05691,1998-11-01,11
C05692,1993-04-25,12
C05693,1965-01-19,19
C05694,1980-01-26,19
C05695,1966-02-11,19
C05696,1983-06-26,12
C05697,1989-01-29,15
C05698,1986-05-23,11
C05699,1947-12-04,11
C05700,1989-03-28,11
C05701,1989-08-05,13
C05702,1988-05-06,14
C05703,1972-09-28,12
C05704,1993-11-13,9
C05705,1960-12-22,11
C05706,1991-06-14,19
C05707,1955-02-18,12
C05708,1999-06-26,17
C05709,1965-05-16,14
C05710,1952-11-23,7
C05711,1998-12-17,12
C05712,1959-08-05,19
C05713,1979-12-05,19
C05714,1951-11-11,17
C05715,1971-08-02,21
C05716,1983-02-11,14
C05717,1995-10-15,19
C05718,1986-04-10,19
C05719,1993-11-24,17
C05720,1997-09-04,12
C05721,1992-10-03,19
C05722,1986-11-18,12
C05723,1960-08-19,11
C05724,1996-04-09,12
C05725,1993-06-24,19
C05726,1969-04-22,5
C05727,1992-02-10,12
C05728,1998-06-25,21
C05729,1992-09-05,9
C05730,1951-01-10,14
C05731,1954-06-30,12
C05732,1985-11-03,21
C05733,1965-07-20,15
C05734,1975-02-04,7
C05735,1967-11-15,21
C05736,1966-02-21,6
C05737,1963-07-09,12
C05738,1988-10-01,19
C05739,2003-02-10,11
C05740,1972-01-18,6
C05741,1949-05-03,9
C05742,1979-06-23,19
C05743,1948-08-19,12
C05744,1955-06-25,17
C05745,1992-07-20,21
C05746,1963-08-07,11
C05747,1962-02-27,12
C05748,1959-07-18,6
C05749,1947-06-14,19
C05750,1962-07-05,12
C05751,1993-09-02,12
C05752,1948-09-19,9
C05753,1993-11-08,12
C05754,1969-02-07,21
C05755,1947-06-18,10
C05756,1984-06-19,19
C05757,1968-05-25,17
C05758,1986-05-21,1
C05759,1982-06-22,19
C05760,1989-12-20,11
C05761,1964-08-26,21
C05762,1949-08-01,11
C05763,1952-09-16,3
C05764,1995-04-16,10
C05765,1954-01-02,11
C05766,1965-01-09,20
C05767,1992-08-25,19
C05768,2003-09-06,11
C05769,1990-10-29,11
C05770,1959-08-18,21
C05771,1965-05-19,12
C05772,1965-09-10,19
C05773,1998-11-02,17
C05774,1971-09-09,12
C05775,2005-01-23,17
C05776,1982-09-20,12
C05777,1966-03-29,11
C05778,1995-07-06,21
C05779,1961-05-05,12
C05780,2001-08-08,12
C05781,1967-09-11,7
C05782,1985-06-23,12
C05783,1974-03-20,12
C05784,1992-07-06,12
C05785,2006-02-03,12
C05786,1961-02-06,12
C05787,1988-08-11,11
C05788,1958-07-29,20
C05789,1959-07-18,12
C05790,1995-02-01,12
C05791,1991-06-19,19
C05792,1962-12-17,12
C05793,1949-04-26,19
C05794,1953-12-15,12
C05795,1980-04-27,12
C05796,1960-03-27,12
C05797,1993-12-08,14
C05798,1950-12-11,15
C05799,1948-07-03,12
C05800,2001-01-20,10
C05801,1985-01-09,21
C05802,1993-01-30,17
C05803,1989-08-09,12
C05804,1954-10-17,12
C05805,1986-06-10,11
C05806,1995-04-10,12
C05807,1985-04-27,15
C05808,1952-05-13,1
C05809,1971-05-28,19
C05810,1988-10-16,12
C05811,1992-03-18,19
C05812,1960-11-11,5
C05813,1957-07-05,19
C05814,1988-12-22,13
C05815,2005-10-28,17
C05816,2005-07-13,16
C05817,1992-05-15,2
C05818,1976-09-29,11
C05819,1951-01-04,8
C05820,1978-11-14,12
C05821,1955-12-16,6
C05822,1983-08-26,16
C05823,1966-07-25,12
C05824,1970-07-13,7
C05825,2000-09-01,2
C05826,1984-06-21,12
C05827,1964-01-04,12
C05828,2005-07-06,10
C05829,1984-12-14,18
C05830,1981-03-13,4
C05831,1947-01-08,12
C05832,1972-12-16,12
C05833,1957-03-11,5
C05834,1983-06-05,11
C05835,1959-09-17,13
C05836,1974-06-06,2
C05837,1954-10-16,4
C05838,1988-02-16,13
C05839,1979-02-10,12
C05840,1968-09-01,12
C05841,1988-05-05,11
C05842,1992-07-04,12
C05843,1992-06-18,11
C05844,2001-10-26,11
C05845,1949-03-12,2
C05846,1998-05-30,13
C05847,1997-09-09,11
C05848,1970-06-15,19
C05849,1987-12-03,5
C05850,1974-12-13,16
C05851,1998-09-11,5
C05852,1947-12-27,4
C05853,1948-01-20,14
C05854,1960-11-25,11
C05855,1984-01-16,11
C05856,1963-11-21,10
C05857,1996-08-18,12
C05858,2005-04-12,12
C05859,2004-05-26,19
C05860,1980-01-05,12
C05861,1977-04-07,19
C05862,1975-02-17,16
C05863,2006-09-05,6
C05864,1991-02-04,12
C05865,1969-04-30,12
C05866,1986-01-08,11
C05867,1964-12-08,5
C05868,1996-04-28,19
C05869,1961-03-20,19
C05870,1978-05-23,5
C05871,1996-05-11,12
C05872,1994-07-28,15
C05873,1961-12-12,12
C05874,1947-01-12,12
C05875,1988-02-28,19
C05876,1994-10-23,11
C05877,1950-12-15,19
C05878,1969-06-18,9
C05879,1984-01-26,12
C05880,1980-11-06,21
C05881,1998-04-19,5
C05882,1964-01-05,12
C05883,1982-07-13,19
C05884,1958-02-18,15
C05885,1980-05-06,11
C05886,1979-11-14,2
C05887,1977-11-24,18
C05888,1947-04-22,2
C05889,1949-04-13,19
C05890,1977-11-09,21
C05891,1970-06-11,11
C05892,1974-10-22,19
C05893,1975-09-29,12
C05894,1998-11-05,19
C05895,1973-12-07,11
C05896,1993-12-19,12
C05897,1960-11-29,11
C05898,1989-03-23,12
C05899,1957-07-13,12
C05900,1979-12-13,4
C05901,1967-02-16,11
C05902,1972-05-21,11
C05903,1999-07-30,13
C05904,1983-03-11,11
C05905,2001-06-14,12
C05906,1968-04-30,19
C05907,1981-10-08,20
C05908,1966-06-09,18
C05909,1993-03-11,12
C05910,1998-10-28,11
C05911,1989-02-05,20
C05912,1947-03-09,12
C05913,1966-11-29,12
C05914,1984-12-02,20
C05915,1977-04-28,15
C05916,1993-09-22,11
C05917,1957-07-13,12
C05918,1964-12-13,11
C05919,1985-09-12,9
C05920,1972-03-18,11
C05921,1999-12-02,1
C05922,1959-04-29,11
C05923,1998-07-19,19
C05924,1966-12-11,19
C05925,1993-06-30,19
C05926,1965-12-19,12
C05927,1971-01-27,9
C05928,1969-02-27,12
C05929,1975-03-03,11
C05930,1953-11-27,16
C05931,2002-02-17,19
C05932,1982-08-21,12
C05933,1994-02-16,14
C05934,1953-08-19,12
C05935,1985-07-27,12
C05936,1963-08-29,11
C05937,1970-12-03,21
C05938,1993-01-28,12
C05939,1999-03-19,12
C05940,1986-02-03,19
C05941,1983-10-31,11
C05942,1999-07-16,18
C05943,2003-04-17,12
C05944,1955-04-22,18
C05945,1950-05-25,11
C05946,1984-12-17,14
C05947,1988-05-21,13
C05948,2006-04-19,9
C05949,1969-06-05,11
C05950,1949-11-10,12
C05951,1994-07-09,18
C05952,1993-11-10,12
C05953,1968-02-01,11
C05954,1974-12-15,9
C05955,2002-12-12,11
C05956,1980-10-16,2
C05957,1991-08-30,10
C05958,1991-03-17,12
C05959,1969-12-07,9
C05960,1955-09-28,20
C05961,1981-09-27,21
C05962,1951-02-05,19
C05963,1986-10-05,10
C05964,1970-01-25,19
C05965,1974-04-03,12
C05966,1952-12-13,18
C05967,1955-07-16,16
C05968,1993-01-09,19
C05969,1957-12-22,8
