loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L008402,C05591,Personal Loan,464000,341800,7.26,5160,0,0
L008403,C05592,Car Loan,103000,39700,4.0,3130,0,0
L008404,C05592,Mortgage,2087000,1724900,2.64,8260,0,0
L008405,C05593,Credit Card,26000,20800,17.62,1300,0,0
L008406,C05594,Mortgage,917000,813800,3.34,4190,0,0
L008407,C05595,Mortgage,2435000,1988500,3.4,10850,2,0
L008408,C05596,Mortgage,1146000,1028100,3.29,4990,0,0
L008409,C05597,Personal Loan,409000,139800,6.76,6240,1,0
L008410,C05597,Mortgage,2417000,1492800,3.48,11850,0,1
L008411,C05597,Car Loan,470000,128800,7.95,16580,1,0
L008412,C05598,Credit Card,38000,9700,17.97,1900,0,0
L008413,C05598,Mortgage,1360000,1096500,2.98,6710,0,0
L008414,C05599,Credit Card,28000,23700,19.58,1400,0,0
L008415,C05600,Credit Card,34000,9300,16.25,1700,0,0
L008416,C05601,Mortgage,2881000,2193200,2.63,13780,0,0
L008417,C05601,Personal Loan,334000,179100,9.78,4950,0,0
L008418,C05602,Personal Loan,126000,55000,10.25,1480,0,0
L008419,C05602,Car Loan,300000,128900,6.08,5120,0,0
L008420,C05603,Personal Loan,187000,67100,7.97,5040,1,0
L008421,C05604,Car Loan,240000,202000,6.36,8650,0,0
L008422,C05605,Credit Card,27000,8500,14.74,1350,0,0
L008423,C05606,Mortgage,2333000,2116900,2.73,10980,1,0
L008424,C05606,Car Loan,260000,67900,7.07,8710,1,0
L008425,C05607,Credit Card,9000,6600,22.18,450,0,0
L008426,C05608,Credit Card,33000,3900,14.12,1650,0,0
L008427,C05609,Credit Card,6000,600,19.11,300,1,0
L008428,C05610,Mortgage,1346000,1253800,2.54,5680,1,0
L008429,C05610,Credit Card,37000,27400,18.45,1850,1,0
L008430,C05610,Car Loan,255000,169300,5.31,3470,0,0
L008431,C05611,Credit Card,42000,16100,17.17,2100,0,0
L008432,C05612,Credit Card,18000,7700,17.45,900,0,0
L008433,C05612,Mortgage,2404000,1318900,2.82,9600,0,0
L008434,C05612,Car Loan,384000,315800,5.28,5830,0,0
L008435,C05612,Personal Loan,69000,40800,7.96,800,0,0
L008436,C05613,Personal Loan,63000,51000,8.89,960,0,0
L008437,C05614,Car Loan,112000,79400,6.63,2710,2,0
L008438,C05615,Personal Loan,178000,94800,7.89,2590,0,0
L008439,C05616,Mortgage,757000,603300,2.43,3170,0,0
L008440,C05616,Credit Card,34000,27600,17.2,1700,0,0
L008441,C05617,Car Loan,51000,38700,7.21,790,1,0
L008442,C05617,Personal Loan,55000,27100,9.38,1020,0,0
L008443,C05618,Personal Loan,258000,84500,12.25,4310,0,0
L008444,C05618,Mortgage,2075000,946900,3.02,9490,0,0
L008445,C05619,Personal Loan,175000,60800,6.91,2620,0,0
L008446,C05619,Mortgage,2237000,1660700,3.0,8530,1,0
L008447,C05619,Credit Card,43000,31600,17.4,2150,0,0
L008448,C05620,Credit Card,39000,32300,19.04,1950,0,0
L008449,C05621,Mortgage,2475000,1682400,3.13,9470,0,0
L008450,C05622,Personal Loan,95000,73100,8.06,2350,0,0
L008451,C05623,Personal Loan,91000,20200,4.7,1050,0,0
L008452,C05624,Personal Loan,198000,47700,9.9,2480,0,0
L008453,C05625,Personal Loan,191000,168700,9.76,2610,0,0
L008454,C05626,Credit Card,23000,10900,21.91,1150,0,0
L008455,C05627,Car Loan,218000,148500,4.63,3050,2,0
L008456,C05627,Mortgage,1226000,747300,3.22,5610,1,0
L008457,C05628,Mortgage,1969000,1701800,2.2,7690,0,0
L008458,C05628,Car Loan,214000,63100,7.33,4150,0,0
L008459,C05629,Credit Card,7000,4600,15.77,350,1,1
L008460,C05629,Personal Loan,28000,24500,15.23,460,0,0
L008461,C05629,Car Loan,152000,104900,7.34,2190,0,0
L008462,C05630,Credit Card,39000,15800,20.09,1950,0,0
L008463,C05631,Personal Loan,120000,37100,9.37,1250,0,0
L008464,C05631,Mortgage,2023000,1818500,2.66,8190,1,0
L008465,C05632,Mortgage,1336000,1095900,2.95,6860,0,0
L008466,C05632,Personal Loan,183000,122300,9.37,3650,0,0
L008467,C05633,Credit Card,10000,4400,15.83,500,0,0
L008468,C05634,Mortgage,1297000,984800,3.05,5660,0,0
L008469,C05635,Mortgage,1527000,1284300,3.03,6820,0,0
L008470,C05636,Credit Card,20000,17000,15.77,1000,0,0
L008471,C05637,Personal Loan,51000,23700,10.98,1600,0,0
L008472,C05637,Mortgage,1717000,1005200,3.08,8080,0,0
L008473,C05637,Credit Card,29000,11300,12.93,1450,1,0
L008474,C05638,Mortgage,990000,890700,2.37,4020,0,0
L008475,C05639,Credit Card,9000,2300,21.64,450,0,0
L008476,C05640,Credit Card,50000,11400,17.95,2500,0,0
L008477,C05641,Credit Card,40000,33100,15.47,2000,0,0
L008478,C05642,Mortgage,902000,818100,3.24,4250,0,0
L008479,C05643,Car Loan,291000,127500,6.91,3930,0,0
L008480,C05644,Credit Card,12000,1100,18.69,600,0,0
L008481,C05644,Car Loan,117000,60200,7.51,3740,0,1
L008482,C05645,Mortgage,2206000,1782600,3.01,9340,4,0
L008483,C05645,Personal Loan,250000,115800,6.26,9980,3,0
L008484,C05646,Credit Card,20000,7600,18.0,1000,0,0
L008485,C05647,Credit Card,12000,7100,20.18,600,0,0
L008486,C05648,Mortgage,1247000,741200,2.69,5670,0,0
L008487,C05648,Personal Loan,104000,75000,8.09,2100,0,0
L008488,C05648,Credit Card,35000,2500,19.36,1750,0,1
L008489,C05649,Mortgage,1935000,1199800,3.1,9070,0,1
L008490,C05650,Car Loan,240000,185100,5.91,6870,0,0
L008491,C05650,Personal Loan,298000,158000,11.82,6920,0,0
L008492,C05651,Car Loan,145000,92300,10.27,2350,0,0
L008493,C05652,Car Loan,102000,44100,8.81,1690,0,0
L008494,C05652,Credit Card,5000,3900,21.43,250,0,0
L008495,C05653,Credit Card,28000,8600,14.62,1400,0,0
L008496,C05654,Credit Card,53000,30700,14.13,2650,0,0
L008497,C05654,Mortgage,1964000,1319000,3.25,9230,0,0
L008498,C05655,Credit Card,5000,3900,18.1,250,0,0
L008499,C05655,Personal Loan,70000,59000,12.42,1110,1,0
L008500,C05656,Personal Loan,255000,62400,10.12,3250,0,0
L008501,C05656,Mortgage,1443000,1256700,2.63,7310,1,0
L008502,C05656,Car Loan,245000,65000,8.26,6750,1,0
L008503,C05657,Personal Loan,117000,46800,7.57,2110,0,0
L008504,C05658,Car Loan,153000,109000,6.74,2240,1,0
L008505,C05659,Credit Card,7000,700,18.9,350,0,0
L008506,C05660,Mortgage,2322000,1389500,2.2,8520,0,0
L008507,C05661,Mortgage,1386000,1261500,3.24,7440,4,0
L008508,C05662,Mortgage,2024000,1151400,2.57,7970,0,0
L008509,C05662,Credit Card,43000,16500,17.56,2150,0,0
L008510,C05663,Credit Card,16000,12200,19.89,800,0,0
L008511,C05663,Personal Loan,147000,66300,10.59,3810,0,0
L008512,C05664,Personal Loan,51000,30500,9.37,1080,1,0
L008513,C05664,Mortgage,1679000,1175600,2.97,6820,0,0
L008514,C05664,Credit Card,25000,19700,19.84,1250,0,0
L008515,C05665,Mortgage,1155000,930300,2.83,5640,0,0
L008516,C05665,Car Loan,290000,234800,7.76,11020,0,0
L008517,C05665,Credit Card,41000,8100,15.21,2050,0,0
L008518,C05666,Credit Card,47000,21300,15.0,2350,2,0
L008519,C05667,Personal Loan,274000,57800,8.14,4070,0,0
L008520,C05668,Credit Card,21000,16100,16.83,1050,0,0
L008521,C05668,Personal Loan,112000,54700,5.16,1140,0,0
L008522,C05669,Credit Card,21000,4100,18.03,1050,0,0
L008523,C05670,Personal Loan,248000,154900,6.99,4170,0,0
L008524,C05671,Credit Card,32000,26100,19.94,1600,1,0
L008525,C05672,Personal Loan,149000,46000,12.01,2250,0,0
L008526,C05672,Credit Card,29000,12900,17.99,1450,0,0
L008527,C05673,Credit Card,7000,400,19.29,350,0,0
L008528,C05673,Car Loan,85000,39500,8.62,1730,0,0
L008529,C05673,Mortgage,602000,314700,3.33,2510,0,0
L008530,C05674,Personal Loan,326000,225300,8.57,4010,0,0
L008531,C05675,Personal Loan,33000,8600,9.69,360,0,0
L008532,C05675,Credit Card,12000,1300,20.48,600,1,0
L008533,C05675,Car Loan,50000,33000,5.73,1150,0,0
L008534,C05676,Credit Card,5000,2100,14.51,250,0,0
L008535,C05676,Car Loan,78000,32300,6.57,1100,0,0
L008536,C05677,Mortgage,1811000,1301300,2.2,7170,2,0
L008537,C05678,Credit Card,5000,2800,19.42,250,0,0
L008538,C05678,Personal Loan,41000,28900,13.15,620,0,0
L008539,C05679,Credit Card,25000,19600,14.21,1250,0,0
L008540,C05679,Mortgage,1178000,671900,2.37,4930,1,1
L008541,C05679,Personal Loan,269000,211900,4.72,4680,1,0
L008542,C05680,Mortgage,1115000,994400,3.84,5980,0,1
L008543,C05680,Personal Loan,128000,56400,8.81,3190,0,0
L008544,C05681,Personal Loan,259000,177400,5.99,5260,2,0
L008545,C05682,Car Loan,68000,41700,8.98,1120,0,0
L008546,C05682,Credit Card,7000,4100,16.78,350,0,0
L008547,C05683,Personal Loan,133000,51400,10.78,1680,0,0
L008548,C05683,Credit Card,41000,7200,16.26,2050,0,0
L008549,C05684,Personal Loan,73000,41200,9.47,1600,0,0
L008550,C05684,Credit Card,19000,11200,19.93,950,0,0
L008551,C05684,Car Loan,88000,56000,8.22,2070,1,0
L008552,C05685,Personal Loan,122000,32700,4.8,1380,0,0
L008553,C05686,Mortgage,1309000,1206200,2.97,6950,0,0
L008554,C05686,Personal Loan,43000,8800,9.29,480,0,0
L008555,C05687,Mortgage,1621000,1163000,2.96,6740,2,0
L008556,C05688,Mortgage,974000,632100,2.71,3830,0,0
L008557,C05689,Mortgage,739000,631800,2.81,3600,0,0
L008558,C05690,Credit Card,14000,3400,19.51,700,0,0
L008559,C05691,Mortgage,1780000,818500,3.43,8620,0,0
L008560,C05692,Car Loan,83000,37800,6.9,2110,0,0
L008561,C05693,Credit Card,8000,6000,22.9,400,2,0
L008562,C05693,Personal Loan,105000,69900,12.91,1760,2,0
L008563,C05693,Car Loan,85000,58300,7.81,2210,3,0
L008564,C05693,Mortgage,455000,332000,4.37,2340,4,0
L008565,C05694,Credit Card,48000,3100,17.46,2400,0,0
L008566,C05695,Mortgage,1030000,843400,3.37,5540,1,0
L008567,C05695,Personal Loan,179000,119000,7.1,4780,3,0
L008568,C05695,Credit Card,35000,27200,20.14,1750,0,0
L008569,C05696,Credit Card,17000,9500,17.04,850,0,0
L008570,C05697,Mortgage,2363000,1114400,3.47,9320,0,0
L008571,C05698,Credit Card,89000,63200,18.85,4450,1,0
L008572,C05698,Mortgage,3066000,2745900,2.75,13990,3,0
L008573,C05698,Personal Loan,131000,43700,5.68,4090,0,0
L008574,C05698,Car Loan,419000,329800,7.45,6600,0,0
L008575,C05699,Mortgage,2320000,1430000,3.06,9510,0,0
L008576,C05700,Personal Loan,37000,21400,10.96,480,1,0
L008577,C05701,Mortgage,1893000,1502900,2.47,9100,0,0
L008578,C05702,Mortgage,2288000,1709300,3.02,10720,0,0
L008579,C05702,Credit Card,12000,6200,17.41,600,2,0
L008580,C05703,Mortgage,1539000,1425900,2.55,8010,0,0
L008581,C05703,Credit Card,58000,20900,14.94,2900,0,0
L008582,C05703,Personal Loan,354000,305300,7.48,9990,0,0
L008583,C05704,Mortgage,865000,551100,2.69,4040,0,0
L008584,C05705,Credit Card,23000,4000,12.88,1150,0,0
L008585,C05705,Mortgage,1483000,851700,2.79,6730,1,0
L008586,C05706,Mortgage,1299000,798200,3.35,5820,1,0
L008587,C05706,Car Loan,277000,188600,5.78,11580,0,0
L008588,C05706,Credit Card,42000,24200,13.58,2100,3,0
L008589,C05707,Mortgage,860000,591200,3.25,3360,0,0
L008590,C05708,Mortgage,1513000,1215100,3.86,8130,0,0
L008591,C05709,Personal Loan,81000,60800,12.78,1450,0,0
L008592,C05710,Mortgage,1216000,965700,2.93,5340,1,0
L008593,C05711,Credit Card,42000,10600,19.57,2100,1,0
L008594,C05712,Personal Loan,42000,25600,8.69,620,1,0
L008595,C05712,Mortgage,572000,386500,3.02,2200,0,0
L008596,C05713,Mortgage,1944000,1774800,2.99,8660,0,0
L008597,C05713,Personal Loan,84000,48200,11.32,1420,1,0
L008598,C05713,Credit Card,44000,20700,17.35,2200,2,0
L008599,C05713,Car Loan,357000,302000,7.0,8880,0,0
L008600,C05714,Mortgage,688000,636800,2.41,3190,0,0
L008601,C05714,Car Loan,78000,23100,5.91,1020,1,0
L008602,C05715,Mortgage,1011000,744200,2.48,3910,0,0
L008603,C05716,Credit Card,37000,20500,15.63,1850,0,0
L008604,C05716,Car Loan,158000,136600,8.01,4630,0,0
L008605,C05717,Car Loan,335000,198400,3.97,5180,0,0
L008606,C05717,Mortgage,1563000,1084400,2.81,5990,0,0
L008607,C05718,Personal Loan,343000,143200,4.65,4630,0,0
L008608,C05718,Car Loan,287000,106800,5.42,6540,0,0
L008609,C05719,Credit Card,13000,2900,17.32,650,3,0
L008610,C05720,Mortgage,1298000,817700,2.85,4900,0,0
L008611,C05720,Credit Card,67000,19700,18.41,3350,0,0
L008612,C05721,Mortgage,2073000,1960200,3.82,10470,0,1
L008613,C05721,Personal Loan,295000,255800,8.4,6290,0,0
L008614,C05722,Car Loan,97000,70100,8.1,2010,0,0
L008615,C05723,Car Loan,254000,135200,5.04,7420,0,0
L008616,C05724,Mortgage,1435000,1017600,3.12,6660,0,0
L008617,C05725,Personal Loan,97000,39600,10.11,1830,0,0
L008618,C05726,Mortgage,2718000,2136100,3.38,13260,0,0
L008619,C05727,Credit Card,14000,3200,16.74,700,0,0
L008620,C05728,Car Loan,233000,153000,6.27,5200,1,0
L008621,C05729,Mortgage,1289000,828400,3.11,4830,0,0
L008622,C05729,Credit Card,35000,26100,18.79,1750,0,0
L008623,C05730,Personal Loan,84000,18000,8.75,1460,0,0
L008624,C05731,Mortgage,725000,352100,2.92,2530,0,0
L008625,C05731,Credit Card,13000,8700,18.03,650,0,0
L008626,C05732,Credit Card,13000,3500,17.52,650,0,0
L008627,C05732,Mortgage,1719000,1609700,2.72,8020,0,0
L008628,C05733,Credit Card,13000,4500,18.34,650,0,0
L008629,C05733,Car Loan,94000,37800,8.72,1790,0,1
L008630,C05734,Mortgage,2072000,1679500,2.45,7680,0,0
L008631,C05734,Credit Card,62000,33400,14.34,3100,0,0
L008632,C05735,Mortgage,2557000,2267000,2.94,11340,0,0
L008633,C05735,Credit Card,13000,3100,15.59,650,0,0
L008634,C05736,Credit Card,14000,1700,21.4,700,1,0
L008635,C05736,Car Loan,77000,42000,8.69,2630,3,0
L008636,C05736,Personal Loan,16000,7700,11.63,250,4,0
L008637,C05737,Credit Card,18000,5000,22.85,900,0,0
L008638,C05737,Personal Loan,75000,44300,9.76,2040,1,0
L008639,C05738,Car Loan,67000,45800,6.0,2200,0,0
L008640,C05738,Mortgage,771000,660200,4.14,3540,1,0
L008641,C05739,Personal Loan,101000,44700,10.68,1420,0,0
L008642,C05740,Personal Loan,173000,114200,10.79,5740,0,0
L008643,C05740,Mortgage,1049000,865500,2.84,5330,0,0
L008644,C05741,Mortgage,1320000,982600,3.39,5930,0,0
L008645,C05742,Mortgage,1449000,1185000,2.98,5810,0,0
L008646,C05743,Mortgage,1230000,1070200,3.11,5920,0,0
L008647,C05744,Credit Card,25000,12900,17.84,1250,0,0
L008648,C05745,Personal Loan,162000,130200,10.32,7110,0,0
L008649,C05746,Mortgage,1683000,1503200,2.97,7960,0,0
L008650,C05747,Mortgage,1215000,982900,3.2,6500,0,0
L008651,C05748,Credit Card,33000,17700,15.88,1650,0,0
L008652,C05749,Mortgage,1461000,1313300,3.06,6720,0,0
L008653,C05750,Mortgage,2225000,1743500,3.24,8950,0,0
L008654,C05750,Personal Loan,176000,36800,9.06,6300,0,0
L008655,C05751,Personal Loan,68000,54500,9.86,1090,0,0
L008656,C05751,Mortgage,1684000,1043800,3.76,7500,0,1
L008657,C05752,Mortgage,1416000,799300,2.2,5290,0,0
L008658,C05753,Credit Card,23000,3400,19.6,1150,0,0
L008659,C05754,Mortgage,1042000,509900,2.86,3880,0,0
L008660,C05754,Personal Loan,242000,184700,7.95,3460,0,0
L008661,C05755,Car Loan,162000,115200,7.23,4090,0,0
L008662,C05756,Car Loan,137000,95400,6.8,3090,0,0
L008663,C05757,Car Loan,422000,192700,6.33,8250,0,0
L008664,C05758,Credit Card,24000,13800,14.09,1200,0,0
L008665,C05759,Mortgage,1249000,1144800,3.32,5810,0,0
L008666,C05760,Mortgage,1789000,1426700,2.78,8230,0,0
L008667,C05761,Mortgage,1375000,982200,2.68,6520,0,0
L008668,C05762,Credit Card,23000,14900,16.18,1150,0,0
L008669,C05763,Credit Card,21000,2200,22.3,1050,0,0
L008670,C05763,Personal Loan,38000,9500,10.0,520,0,0
L008671,C05764,Mortgage,1520000,809600,3.15,7170,1,0
L008672,C05764,Personal Loan,112000,37500,5.67,1030,0,0
L008673,C05765,Credit Card,16000,11000,18.93,800,0,0
L008674,C05766,Credit Card,26000,20300,15.46,1300,1,0
L008675,C05767,Car Loan,190000,56400,8.73,3190,2,0
L008676,C05768,Credit Card,8000,3000,21.11,400,0,0
L008677,C05769,Car Loan,95000,51900,7.41,3420,0,0
L008678,C05770,Credit Card,15000,6400,17.97,750,0,0
L008679,C05770,Car Loan,146000,130500,5.28,2860,0,0
L008680,C05771,Personal Loan,115000,70200,8.15,1510,0,0
L008681,C05772,Mortgage,996000,675800,3.27,3970,0,0
L008682,C05772,Car Loan,85000,51400,6.64,1660,0,0
L008683,C05773,Personal Loan,62000,12400,10.92,890,0,0
L008684,C05773,Mortgage,1980000,951100,3.49,7410,0,0
L008685,C05773,Credit Card,44000,21000,19.59,2200,0,0
L008686,C05774,Personal Loan,245000,120100,7.81,2770,0,0
L008687,C05774,Mortgage,1564000,991300,3.41,6190,0,0
L008688,C05774,Credit Card,44000,23300,18.05,2200,0,0
L008689,C05775,Credit Card,13000,9000,16.8,650,0,0
L008690,C05776,Mortgage,1522000,1347100,2.43,5830,0,0
L008691,C05776,Car Loan,277000,235500,5.94,4300,0,0
L008692,C05777,Credit Card,21000,3300,16.16,1050,0,0
L008693,C05778,Credit Card,24000,20200,15.78,1200,0,0
L008694,C05779,Credit Card,18000,4300,14.64,900,0,0
L008695,C05780,Mortgage,1818000,906600,3.08,6950,0,0
L008696,C05780,Car Loan,115000,65800,7.94,2010,0,0
L008697,C05780,Credit Card,23000,3400,16.97,1150,0,0
L008698,C05781,Car Loan,293000,123100,7.47,4250,1,0
L008699,C05781,Mortgage,2667000,1900000,3.27,11570,0,0
L008700,C05782,Personal Loan,70000,16800,8.68,770,0,0
L008701,C05782,Credit Card,23000,7300,14.86,1150,0,0
L008702,C05782,Mortgage,1207000,638000,2.96,4640,0,0
L008703,C05783,Credit Card,12000,8700,19.85,600,0,1
L008704,C05783,Car Loan,118000,30600,10.65,2930,0,0
L008705,C05783,Personal Loan,36000,23300,10.09,670,0,0
L008706,C05784,Mortgage,832000,672300,3.58,3880,0,0
L008707,C05785,Personal Loan,21000,8100,11.83,720,1,0
L008708,C05785,Credit Card,11000,5100,20.05,550,0,0
L008709,C05786,Mortgage,1545000,769200,2.61,7190,0,0
L008710,C05787,Personal Loan,304000,189800,11.13,4360,0,0
L008711,C05788,Mortgage,1333000,965200,2.26,5730,0,0
L008712,C05789,Credit Card,11000,7200,10.0,550,0,0
L008713,C05790,Mortgage,1642000,1252500,3.39,8180,0,0
L008714,C05791,Mortgage,2100000,1401200,2.68,8400,0,0
L008715,C05791,Credit Card,39000,4500,14.45,1950,0,0
L008716,C05792,Mortgage,2075000,1129300,3.76,10330,0,0
L008717,C05793,Credit Card,35000,20100,12.27,1750,0,0
L008718,C05794,Mortgage,924000,666700,2.69,4310,0,0
L008719,C05795,Mortgage,1968000,1623400,2.23,9240,0,1
L008720,C05795,Credit Card,41000,8200,18.3,2050,0,0
L008721,C05796,Credit Card,30000,8800,16.05,1500,0,0
L008722,C05797,Mortgage,995000,700600,2.99,3950,0,0
L008723,C05798,Mortgage,934000,579800,2.86,3950,0,0
L008724,C05799,Credit Card,17000,4100,21.63,850,0,0
L008725,C05800,Mortgage,1705000,888500,3.12,6690,0,0
L008726,C05801,Mortgage,1258000,610500,3.08,5920,0,0
L008727,C05801,Personal Loan,55000,24800,6.95,990,0,0
L008728,C05802,Mortgage,1021000,635100,3.03,3970,0,0
L008729,C05803,Car Loan,154000,131300,6.42,2530,0,0
L008730,C05804,Mortgage,2657000,2418300,2.84,12540,0,0
L008731,C05805,Credit Card,17000,12000,11.45,850,0,0
L008732,C05806,Car Loan,89000,25200,5.42,1460,0,0
L008733,C05806,Mortgage,1182000,544000,3.17,5220,0,0
L008734,C05806,Credit Card,29000,8000,17.19,1450,0,0
L008735,C05807,Mortgage,1171000,840100,2.83,4460,0,0
L008736,C05808,Mortgage,716000,478000,2.43,2960,1,0
L008737,C05808,Personal Loan,190000,66000,8.43,7590,0,0
L008738,C05809,Credit Card,18000,6400,19.17,900,1,0
L008739,C05809,Mortgage,993000,485100,3.14,4070,0,0
L008740,C05810,Car Loan,475000,354100,3.8,6800,0,0
L008741,C05811,Credit Card,32000,14600,11.79,1600,1,0
L008742,C05811,Mortgage,1925000,1082300,3.23,8380,0,0
L008743,C05812,Mortgage,1279000,1180100,2.63,5500,0,0
L008744,C05812,Personal Loan,76000,19700,9.68,940,0,0
L008745,C05813,Mortgage,1168000,869700,2.88,5010,0,0
L008746,C05814,Mortgage,1821000,1275400,2.54,8650,0,0
L008747,C05815,Credit Card,9000,5500,15.86,450,0,0
L008748,C05816,Credit Card,7000,2300,19.12,350,1,1
L008749,C05817,Car Loan,202000,146000,6.41,6030,0,0
L008750,C05818,Mortgage,1277000,945000,3.04,6380,0,0
L008751,C05818,Credit Card,45000,27000,17.04,2250,0,0
L008752,C05819,Car Loan,385000,152700,9.29,6290,0,0
L008753,C05820,Mortgage,2215000,1484700,2.6,8460,0,0
L008754,C05820,Credit Card,63000,44700,14.24,3150,0,0
L008755,C05821,Personal Loan,93000,74600,5.45,1700,1,0
L008756,C05822,Mortgage,2447000,1237600,3.03,10030,1,1
L008757,C05822,Car Loan,352000,89300,8.02,7190,0,0
L008758,C05823,Personal Loan,106000,81700,8.95,1540,0,0
L008759,C05824,Car Loan,133000,55800,4.73,1710,0,0
L008760,C05825,Credit Card,21000,12400,18.24,1050,0,0
L008761,C05825,Mortgage,1179000,748200,3.17,4630,0,0
L008762,C05825,Personal Loan,332000,133700,11.86,7400,0,1
L008763,C05826,Mortgage,1576000,917700,2.7,6800,0,0
L008764,C05827,Mortgage,1011000,564000,2.72,4410,0,0
L008765,C05828,Personal Loan,207000,90400,9.62,3210,1,0
L008766,C05829,Personal Loan,154000,32100,10.93,3730,0,0
L008767,C05829,Mortgage,1301000,1058100,3.04,5640,0,0
L008768,C05829,Car Loan,109000,63600,7.7,4460,0,1
L008769,C05830,Credit Card,38000,13400,18.45,1900,0,0
L008770,C05830,Mortgage,2270000,1261000,2.86,8090,0,0
L008771,C05831,Credit Card,23000,18900,14.73,1150,0,0
L008772,C05832,Mortgage,1653000,1041800,2.96,7930,0,0
L008773,C05833,Car Loan,111000,81500,7.15,2200,0,0
L008774,C05834,Credit Card,35000,25900,20.14,1750,0,0
L008775,C05835,Credit Card,13000,9900,15.9,650,0,0
L008776,C05835,Car Loan,52000,16200,7.15,1060,1,0
L008777,C05836,Mortgage,1750000,1121900,2.63,8320,1,0
L008778,C05837,Personal Loan,104000,34800,11.08,3080,0,0
L008779,C05837,Credit Card,17000,13600,17.42,850,0,0
L008780,C05838,Credit Card,9000,4900,14.72,450,0,0
L008781,C05839,Personal Loan,184000,144700,7.63,2130,0,0
L008782,C05840,Mortgage,1320000,895200,2.2,5630,1,0
L008783,C05840,Personal Loan,156000,74400,8.76,6500,1,0
L008784,C05840,Car Loan,285000,139000,5.39,3800,0,0
L008785,C05840,Credit Card,26000,10800,13.46,1300,2,0
L008786,C05841,Car Loan,293000,190500,5.46,5470,0,0
L008787,C05842,Credit Card,10000,4000,19.18,500,0,0
L008788,C05842,Car Loan,129000,87000,7.77,1940,0,0
L008789,C05843,Car Loan,112000,87600,10.19,2650,1,0
L008790,C05843,Credit Card,14000,10200,17.38,700,0,0
L008791,C05844,Credit Card,13000,10900,15.28,650,3,0
L008792,C05845,Mortgage,1301000,618900,3.05,4530,0,0
L008793,C05846,Car Loan,50000,44300,8.55,1430,0,0
L008794,C05847,Mortgage,2320000,1725100,2.64,11560,2,0
L008795,C05848,Personal Loan,88000,17800,6.49,1540,0,0
L008796,C05848,Credit Card,28000,16100,20.87,1400,0,0
L008797,C05849,Credit Card,9000,7200,17.07,450,0,0
L008798,C05849,Car Loan,75000,65900,9.68,1200,1,0
L008799,C05850,Mortgage,2157000,1779300,3.18,9830,0,0
L008800,C05850,Credit Card,73000,32100,14.88,3650,2,0
L008801,C05850,Personal Loan,441000,272300,8.74,12900,1,0
L008802,C05851,Personal Loan,269000,104600,11.04,2900,0,0
L008803,C05851,Credit Card,42000,11500,14.36,2100,0,0
L008804,C05852,Car Loan,175000,142400,6.9,5910,0,0
L008805,C05853,Credit Card,26000,10200,17.33,1300,0,0
L008806,C05853,Mortgage,892000,591900,3.43,3600,0,0
L008807,C05854,Mortgage,1184000,667300,2.73,4260,1,0
L008808,C05854,Credit Card,66000,19500,19.44,3300,0,0
L008809,C05854,Personal Loan,82000,34800,6.7,2590,0,0
L008810,C05855,Credit Card,55000,11200,13.56,2750,0,0
L008811,C05855,Mortgage,1302000,969100,2.58,6270,0,0
L008812,C05856,Personal Loan,180000,88400,10.58,2040,0,0
L008813,C05857,Mortgage,1184000,944800,2.61,4750,0,0
L008814,C05857,Personal Loan,177000,48900,9.64,4660,0,0
L008815,C05858,Personal Loan,52000,24100,11.14,640,0,0
L008816,C05859,Credit Card,5000,3000,21.81,250,0,0
L008817,C05860,Mortgage,1904000,1227700,2.9,7350,0,0
L008818,C05861,Personal Loan,75000,31600,10.51,1000,0,0
L008819,C05862,Credit Card,11000,5200,15.53,550,0,0
L008820,C05863,Personal Loan,87000,50800,10.92,1890,0,0
L008821,C05863,Credit Card,14000,6100,17.79,700,0,0
L008822,C05864,Mortgage,1329000,768800,2.41,4810,0,0
L008823,C05864,Personal Loan,55000,25100,6.42,610,0,0
L008824,C05865,Mortgage,772000,706500,2.29,3000,1,0
L008825,C05866,Mortgage,1194000,749100,2.93,5870,1,0
L008826,C05867,Credit Card,34000,22500,16.88,1700,0,0
L008827,C05868,Personal Loan,294000,238000,6.31,4770,0,0
L008828,C05868,Credit Card,27000,17200,17.97,1350,0,0
L008829,C05869,Credit Card,13000,5600,16.96,650,0,0
L008830,C05870,Personal Loan,117000,64000,8.77,3620,0,0
L008831,C05870,Credit Card,24000,9200,18.8,1200,2,0
L008832,C05870,Car Loan,158000,124900,7.47,4200,1,1
L008833,C05871,Mortgage,1289000,1027300,2.46,5570,0,0
L008834,C05872,Personal Loan,302000,107100,11.42,4010,0,0
L008835,C05873,Mortgage,1795000,1640900,3.33,8500,0,0
L008836,C05874,Personal Loan,177000,39300,8.0,5060,0,0
L008837,C05874,Credit Card,29000,3300,17.37,1450,0,0
L008838,C05875,Mortgage,1193000,556900,2.4,5510,0,0
L008839,C05875,Credit Card,71000,60300,17.69,3550,0,0
L008840,C05876,Personal Loan,70000,33100,8.93,780,2,0
L008841,C05877,Mortgage,1074000,504800,2.2,4220,0,0
L008842,C05878,Mortgage,662000,541600,3.58,3040,0,0
L008843,C05879,Mortgage,1477000,1017300,3.05,7180,0,0
L008844,C05879,Car Loan,101000,81100,6.23,1600,1,0
