customer_id,age,region,monthly_income,employment_status
C05459,73,Skåne län,24500,Retired
C05460,74,Hallands län,28100,Retired
C05461,77,Västernorrlands län,29600,Retired
C05462,34,Uppsala län,33800,Permanent employment
C05463,20,Stockholms län,3100,Student
C05464,40,Dalarnas län,40900,Permanent employment
C05465,43,Jämtlands län,32700,Permanent employment
C05466,47,Skåne län,48300,Permanent employment
C05467,58,Stockholms län,54200,Permanent employment
C05468,77,Skåne län,17900,Retired
C05469,70,Stockholms län,20700,Retired
C05470,38,Dalarnas län,43200,Permanent employment
C05471,55,Västra Götalands län,38300,Retired
C05472,41,Uppsala län,41800,Permanent employment
C05473,24,Dalarnas län,39000,Temporary/Probation/Freelance
C05474,62,Västra Götalands län,14100,Unemployed
C05475,20,Västerbottens län,15000,Temporary/Probation/Freelance
C05476,39,Norrbottens län,41500,Permanent employment
C05477,42,Stockholms län,51200,Permanent employment
C05478,55,Stockholms län,39500,Permanent employment
C05479,55,Skåne län,54200,Self-employed
C05480,41,Västerbottens län,57100,Permanent employment
C05481,79,Norrbottens län,27500,Retired
C05482,40,Skåne län,40600,Permanent employment
C05483,39,Stockholms län,50000,Permanent employment
C05484,59,Stockholms län,16000,Unemployed
C05485,63,Västra Götalands län,17900,Unemployed
C05486,65,Hallands län,43300,Self-employed
C05487,32,Skåne län,32300,Permanent employment
C05488,56,Skåne län,46800,Permanent employment
C05489,51,Västra Götalands län,49000,Permanent employment
C05490,70,Västmanlands län,20200,Retired
C05491,34,Östergötlands län,27200,Permanent employment
C05492,56,Stockholms län,39800,Permanent employment
C05493,47,Västra Götalands län,23800,Self-employed
C05494,38,Gävleborgs län,43100,Permanent employment
C05495,51,Jönköpings län,50400,Permanent employment
C05496,42,Uppsala län,31000,Permanent employment
C05497,46,Stockholms län,47200,Permanent employment
C05498,72,Uppsala län,26800,Retired
C05499,53,Stockholms län,38500,Permanent employment
C05500,61,Hallands län,45400,Permanent employment
C05501,45,Södermanlands län,53200,Permanent employment
C05502,24,Västra Götalands län,12200,Student
C05503,26,Stockholms län,82000,Self-employed
C05504,49,Stockholms län,45600,Permanent employment
C05505,42,Skåne län,52000,Permanent employment
C05506,26,Skåne län,52200,Permanent employment
C05507,45,Uppsala län,48600,Permanent employment
C05508,38,Örebro län,57300,Permanent employment
C05509,28,Stockholms län,33700,Temporary/Probation/Freelance
C05510,53,Jönköpings län,55200,Permanent employment
C05511,27,Skåne län,30200,Permanent employment
C05512,68,Dalarnas län,24300,Retired
C05513,67,Kalmar län,41200,Retired
C05514,56,Kronobergs län,6700,Unemployed
C05515,28,Hallands län,25400,Parental leave
C05516,62,Östergötlands län,58200,Permanent employment
C05517,65,Västra Götalands län,23100,Retired
C05518,62,Uppsala län,13600,Unemployed
C05519,32,Örebro län,44400,Permanent employment
C05520,57,Uppsala län,51800,Permanent employment
C05521,78,Norrbottens län,21300,Retired
C05522,54,Östergötlands län,20200,Parental leave
C05523,64,Dalarnas län,17400,Retired
C05524,50,Kronobergs län,41100,Permanent employment
C05525,48,Uppsala län,9300,Unemployed
C05526,24,Stockholms län,23100,Temporary/Probation/Freelance
C05527,55,Västmanlands län,43100,Permanent employment
C05528,25,Östergötlands län,10600,Unemployed
C05529,39,Östergötlands län,44100,Temporary/Probation/Freelance
C05530,42,Stockholms län,42200,Permanent employment
C05531,45,Västerbottens län,20800,Parental leave
C05532,26,Uppsala län,66100,Self-employed
C05533,61,Uppsala län,65600,Permanent employment
C05534,72,Jämtlands län,21600,Retired
C05535,27,Gävleborgs län,15000,Unemployed
C05536,32,Uppsala län,47100,Permanent employment
C05537,25,Dalarnas län,35400,Permanent employment
C05538,73,Uppsala län,37000,Retired
C05539,46,Stockholms län,18000,Self-employed
C05540,46,Örebro län,42900,Self-employed
C05541,28,Västra Götalands län,10700,Unemployed
C05542,64,Södermanlands län,24600,Self-employed
C05543,67,Stockholms län,18400,Retired
C05544,68,Stockholms län,27500,Retired
C05545,60,Västra Götalands län,49400,Permanent employment
C05546,24,Västerbottens län,13500,Student
C05547,26,Uppsala län,27700,Permanent employment
C05548,22,Örebro län,12800,Student
C05549,34,Stockholms län,42900,Self-employed
C05550,27,Västra Götalands län,26500,Parental leave
C05551,29,Stockholms län,36500,Permanent employment
C05552,39,Hallands län,56700,Permanent employment
C05553,68,Uppsala län,22000,Retired
C05554,52,Västernorrlands län,50300,Permanent employment
C05555,70,Södermanlands län,31100,Retired
C05556,60,Kronobergs län,49200,Permanent employment
C05557,25,Västmanlands län,34800,Permanent employment
C05558,60,Blekinge län,26800,Temporary/Probation/Freelance
C05559,37,Uppsala län,46900,Permanent employment
C05560,60,Skåne län,39100,Permanent employment
C05561,44,Västmanlands län,39000,Permanent employment
C05562,77,Blekinge län,24600,Retired
C05563,40,Stockholms län,39400,Permanent employment
C05564,36,Kronobergs län,26500,Temporary/Probation/Freelance
C05565,65,Västerbottens län,40100,Self-employed
C05566,22,Stockholms län,26100,Permanent employment
C05567,57,Kalmar län,40400,Self-employed
C05568,59,Västra Götalands län,40000,Permanent employment
C05569,79,Stockholms län,38200,Retired
C05570,79,Östergötlands län,55400,Permanent employment
C05571,68,Jämtlands län,20900,Retired
C05572,23,Stockholms län,26300,Temporary/Probation/Freelance
C05573,72,Västra Götalands län,22300,Retired
C05574,61,Västmanlands län,31900,Temporary/Probation/Freelance
C05575,64,Södermanlands län,23200,Retired
C05576,33,Stockholms län,38100,Permanent employment
C05577,55,Gävleborgs län,48500,Permanent employment
C05578,79,Västra Götalands län,17800,Retired
C05579,69,Stockholms län,19700,Retired
C05580,38,Stockholms län,34900,Permanent employment
C05581,20,Västra Götalands län,8000,Student
C05582,40,Kalmar län,45300,Permanent employment
C05583,65,Skåne län,24200,Retired
C05584,55,Västerbottens län,51800,Permanent employment
C05585,52,Kalmar län,24800,Parental leave
C05586,21,Dalarnas län,1800,Student
C05587,44,Västra Götalands län,45600,Permanent employment
C05588,50,Stockholms län,41700,Self-employed
C05589,78,Västra Götalands län,29900,Retired
C05590,60,Skåne län,43600,Permanent employment
C05591,40,Stockholms län,68000,Self-employed
C05592,52,Södermanlands län,44000,Permanent employment
C05593,23,Skåne län,25900,Temporary/Probation/Freelance
C05594,67,Hallands län,28900,Retired
C05595,40,Västerbottens län,48400,Permanent employment
C05596,48,Västmanlands län,32200,Self-employed
C05597,36,Stockholms län,54800,Self-employed
C05598,60,Västra Götalands län,46100,Permanent employment
C05599,64,Stockholms län,23500,Retired
C05600,59,Stockholms län,31700,Retired
C05601,43,Stockholms län,55200,Permanent employment
C05602,40,Hallands län,34600,Self-employed
C05603,27,Stockholms län,41400,Permanent employment
C05604,59,Jönköpings län,43500,Permanent employment
C05605,21,Uppsala län,26900,Permanent employment
C05606,52,Östergötlands län,44100,Permanent employment
C05607,73,Jämtlands län,12000,Retired
C05608,72,Norrbottens län,31400,Retired
C05609,37,Västra Götalands län,17200,Unemployed
C05610,53,Skåne län,31500,Permanent employment
C05611,22,Västra Götalands län,28500,Temporary/Probation/Freelance
C05612,62,Västra Götalands län,45400,Permanent employment
C05613,74,Västra Götalands län,29900,Retired
C05614,33,Stockholms län,36200,Permanent employment
C05615,41,Östergötlands län,40600,Self-employed
C05616,68,Östergötlands län,26500,Retired
C05617,74,Jönköpings län,19100,Retired
C05618,33,Östergötlands län,49600,Permanent employment
C05619,47,Värmlands län,45700,Permanent employment
C05620,27,Västra Götalands län,39400,Permanent employment
C05621,26,Stockholms län,47400,Permanent employment
C05622,74,Södermanlands län,23700,Retired
C05623,79,Västra Götalands län,33400,Retired
C05624,57,Stockholms län,31800,Permanent employment
C05625,20,Stockholms län,38100,Permanent employment
C05626,79,Örebro län,31100,Retired
C05627,38,Skåne län,30600,Permanent employment
C05628,42,Västmanlands län,42700,Permanent employment
C05629,49,Örebro län,15600,Unemployed
C05630,26,Gävleborgs län,43700,Permanent employment
C05631,57,Stockholms län,52200,Permanent employment
C05632,45,Stockholms län,34500,Permanent employment
C05633,26,Södermanlands län,30500,Parental leave
C05634,25,Stockholms län,31400,Permanent employment
C05635,26,Skåne län,33000,Permanent employment
C05636,22,Värmlands län,14000,Student
C05637,45,Västerbottens län,39400,Permanent employment
C05638,75,Gävleborgs län,23900,Retired
C05639,20,Skåne län,7800,Student
C05640,21,Västra Götalands län,37000,Permanent employment
C05641,49,Stockholms län,32200,Permanent employment
C05642,72,Kalmar län,32600,Retired
C05643,39,Dalarnas län,38900,Parental leave
C05644,42,Stockholms län,16400,Unemployed
C05645,51,Skåne län,46600,Permanent employment
C05646,38,Dalarnas län,15000,Temporary/Probation/Freelance
C05647,22,Stockholms län,13200,Student
C05648,63,Norrbottens län,31000,Retired
C05649,64,Stockholms län,46800,Self-employed
C05650,53,Dalarnas län,40400,Permanent employment
C05651,59,Jönköpings län,19900,Unemployed
C05652,62,Stockholms län,10500,Unemployed
C05653,31,Stockholms län,45900,Permanent employment
C05654,43,Västra Götalands län,48700,Permanent employment
C05655,31,Dalarnas län,13300,Unemployed
C05656,28,Västra Götalands län,55100,Permanent employment
C05657,58,Västernorrlands län,27300,Retired
C05658,75,Västmanlands län,28000,Retired
C05659,72,Stockholms län,27500,Retired
C05660,60,Västra Götalands län,45100,Permanent employment
C05661,33,Östergötlands län,37300,Permanent employment
C05662,34,Skåne län,43300,Permanent employment
C05663,78,Stockholms län,24600,Retired
C05664,51,Södermanlands län,32200,Permanent employment
C05665,51,Västra Götalands län,39200,Permanent employment
C05666,58,Stockholms län,39200,Temporary/Probation/Freelance
C05667,57,Västra Götalands län,60900,Self-employed
C05668,72,Västernorrlands län,16600,Retired
C05669,23,Stockholms län,26200,Permanent employment
C05670,58,Värmlands län,38700,Permanent employment
C05671,65,Västra Götalands län,71200,Self-employed
C05672,41,Stockholms län,34200,Permanent employment
C05673,55,Värmlands län,19600,Retired
C05674,44,Stockholms län,45600,Permanent employment
C05675,74,Uppsala län,13800,Retired
C05676,23,Stockholms län,14300,Unemployed
C05677,47,Skåne län,37700,Permanent employment
C05678,27,Skåne län,5800,Student
C05679,55,Jönköpings län,39400,Permanent employment
C05680,28,Stockholms län,28600,Temporary/Probation/Freelance
C05681,25,Västmanlands län,34100,Permanent employment
C05682,52,Dalarnas län,14400,Unemployed
C05683,79,Skåne län,32600,Retired
C05684,25,Uppsala län,14300,Student
C05685,30,Stockholms län,72200,Self-employed
C05686,61,Dalarnas län,42500,Permanent employment
C05687,54,Stockholms län,44500,Permanent employment
C05688,78,Stockholms län,25400,Retired
C05689,26,Skåne län,27300,Permanent employment
C05690,58,Västra Götalands län,18100,Unemployed
C05691,27,Skåne län,35400,Permanent employment
C05692,33,Stockholms län,13800,Unemployed
C05693,61,Västra Götalands län,15700,Unemployed
C05694,46,Västra Götalands län,39600,Permanent employment
C05695,60,Västra Götalands län,37800,Permanent employment
C05696,43,Stockholms län,12000,Student
C05697,37,Värmlands län,48100,Permanent employment
C05698,40,Skåne län,61000,Permanent employment
C05699,78,Skåne län,49400,Self-employed
C05700,37,Skåne län,16100,Unemployed
C05701,37,Södermanlands län,61300,Permanent employment
C05702,38,Uppsala län,47400,Permanent employment
C05703,53,Stockholms län,48000,Permanent employment
C05704,32,Kronobergs län,22000,Permanent employment
C05705,65,Skåne län,40300,Permanent employment
C05706,35,Västra Götalands län,31200,Parental leave
C05707,71,Stockholms län,18600,Retired
C05708,27,Västernorrlands län,31700,Temporary/Probation/Freelance
C05709,61,Uppsala län,48000,Permanent employment
C05710,73,Jönköpings län,30400,Retired
C05711,27,Stockholms län,37200,Permanent employment
C05712,67,Västra Götalands län,13000,Retired
C05713,46,Västra Götalands län,46600,Self-employed
C05714,74,Västernorrlands län,21000,Retired
C05715,55,Östergötlands län,37600,Permanent employment
C05716,43,Uppsala län,39900,Self-employed
C05717,30,Västra Götalands län,35600,Permanent employment
C05718,40,Västra Götalands län,43500,Permanent employment
C05719,32,Västernorrlands län,34800,Permanent employment
C05720,29,Stockholms län,48100,Permanent employment
C05721,33,Västra Götalands län,39900,Permanent employment
C05722,39,Stockholms län,46900,Permanent employment
C05723,66,Skåne län,33300,Temporary/Probation/Freelance
C05724,30,Stockholms län,28400,Permanent employment
C05725,33,Västra Götalands län,36100,Parental leave
C05726,57,Hallands län,65800,Permanent employment
C05727,34,Stockholms län,31300,Permanent employment
C05728,28,Östergötlands län,33300,Permanent employment
C05729,34,Kronobergs län,26700,Parental leave
C05730,75,Uppsala län,26000,Retired
C05731,72,Stockholms län,22900,Retired
C05732,40,Östergötlands län,41400,Permanent employment
C05733,61,Värmlands län,16300,Unemployed
C05734,51,Jönköpings län,47700,Permanent employment
C05735,58,Östergötlands län,51600,Permanent employment
C05736,60,Jämtlands län,10700,Student
C05737,63,Stockholms län,13800,Unemployed
C05738,37,Västra Götalands län,26500,Temporary/Probation/Freelance
C05739,23,Skåne län,31600,Permanent employment
C05740,54,Jämtlands län,37700,Permanent employment
C05741,77,Kronobergs län,31500,Retired
C05742,47,Västra Götalands län,35000,Temporary/Probation/Freelance
C05743,78,Stockholms län,25500,Retired
C05744,71,Västernorrlands län,21100,Retired
C05745,34,Östergötlands län,20600,Unemployed
C05746,63,Skåne län,39200,Permanent employment
C05747,64,Stockholms län,37000,Permanent employment
C05748,67,Jämtlands län,40800,Permanent employment
C05749,79,Västra Götalands län,29700,Retired
C05750,64,Stockholms län,53000,Permanent employment
C05751,33,Stockholms län,38500,Temporary/Probation/Freelance
C05752,77,Kronobergs län,33800,Permanent employment
C05753,32,Stockholms län,37600,Permanent employment
C05754,57,Östergötlands län,39600,Permanent employment
C05755,79,Norrbottens län,26700,Retired
C05756,42,Västra Götalands län,43000,Permanent employment
C05757,58,Västernorrlands län,48400,Permanent employment
C05758,40,Blekinge län,41800,Permanent employment
C05759,44,Västra Götalands län,39100,Permanent employment
C05760,36,Skåne län,54200,Permanent employment
C05761,62,Östergötlands län,42800,Permanent employment
C05762,77,Skåne län,30100,Retired
C05763,73,Gotlands län,15800,Retired
C05764,31,Norrbottens län,31300,Permanent employment
C05765,72,Skåne län,15000,Retired
C05766,61,Örebro län,37600,Permanent employment
C05767,34,Västra Götalands län,24600,Temporary/Probation/Freelance
C05768,23,Skåne län,6200,Student
C05769,35,Skåne län,13800,Unemployed
C05770,67,Östergötlands län,16900,Retired
C05771,61,Stockholms län,31400,Self-employed
C05772,61,Västra Götalands län,31700,Temporary/Probation/Freelance
C05773,27,Västernorrlands län,51700,Permanent employment
C05774,55,Stockholms län,53600,Self-employed
C05775,21,Västernorrlands län,11900,Student
C05776,43,Stockholms län,43100,Permanent employment
C05777,60,Skåne län,29100,Permanent employment
C05778,31,Östergötlands län,36600,Permanent employment
C05779,65,Stockholms län,16700,Retired
C05780,25,Stockholms län,45200,Permanent employment
C05781,58,Jönköpings län,54000,Permanent employment
C05782,41,Stockholms län,38600,Permanent employment
C05783,52,Stockholms län,13900,Unemployed
C05784,34,Stockholms län,28500,Permanent employment
C05785,20,Stockholms län,14100,Student
C05786,65,Stockholms län,32600,Retired
C05787,38,Skåne län,49000,Permanent employment
C05788,68,Örebro län,26100,Retired
C05789,67,Stockholms län,23600,Retired
C05790,31,Stockholms län,41500,Permanent employment
C05791,35,Västra Götalands län,43100,Permanent employment
C05792,63,Stockholms län,40400,Permanent employment
C05793,77,Västra Götalands län,32700,Retired
C05794,72,Stockholms län,29400,Retired
C05795,46,Stockholms län,41000,Permanent employment
C05796,66,Stockholms län,36500,Retired
C05797,32,Uppsala län,33100,Permanent employment
C05798,75,Värmlands län,37400,Retired
C05799,78,Stockholms län,14800,Retired
C05800,25,Norrbottens län,37000,Permanent employment
C05801,41,Östergötlands län,48200,Permanent employment
C05802,33,Västernorrlands län,40400,Permanent employment
C05803,37,Stockholms län,46300,Permanent employment
C05804,71,Stockholms län,51900,Permanent employment
C05805,40,Skåne län,48100,Permanent employment
C05806,31,Stockholms län,41600,Permanent employment
C05807,41,Värmlands län,40800,Permanent employment
C05808,74,Blekinge län,29600,Retired
C05809,55,Västra Götalands län,37000,Self-employed
C05810,37,Stockholms län,65500,Self-employed
C05811,34,Västra Götalands län,38700,Parental leave
C05812,65,Hallands län,24500,Retired
C05813,69,Västra Götalands län,27600,Retired
C05814,37,Södermanlands län,47000,Permanent employment
C05815,20,Västernorrlands län,29600,Parental leave
C05816,21,Västerbottens län,8900,Student
C05817,34,Dalarnas län,30100,Permanent employment
C05818,49,Skåne län,40400,Permanent employment
C05819,75,Kalmar län,46700,Self-employed
C05820,47,Stockholms län,55000,Permanent employment
C05821,70,Jämtlands län,26300,Retired
C05822,43,Västerbottens län,53000,Permanent employment
C05823,60,Stockholms län,30800,Permanent employment
C05824,56,Jönköpings län,52500,Permanent employment
C05825,26,Dalarnas län,42600,Permanent employment
C05826,42,Stockholms län,52300,Permanent employment
C05827,62,Stockholms län,29400,Permanent employment
C05828,21,Norrbottens län,27200,Permanent employment
C05829,41,Västmanlands län,37700,Permanent employment
C05830,45,Gävleborgs län,50000,Permanent employment
C05831,79,Stockholms län,27500,Retired
C05832,53,Stockholms län,51500,Permanent employment
C05833,69,Hallands län,21200,Retired
C05834,43,Skåne län,50700,Permanent employment
C05835,66,Södermanlands län,14000,Unemployed
C05836,52,Dalarnas län,53200,Permanent employment
C05837,71,Gävleborgs län,28700,Retired
C05838,38,Södermanlands län,11100,Unemployed
C05839,47,Stockholms län,47000,Permanent employment
C05840,58,Stockholms län,33300,Permanent employment
C05841,38,Skåne län,53400,Permanent employment
C05842,34,Stockholms län,13300,Student
C05843,34,Skåne län,13500,Student
C05844,24,Skåne län,14600,Student
C05845,77,Dalarnas län,25400,Retired
C05846,28,Södermanlands län,2700,Student
C05847,29,Skåne län,44800,Permanent employment
C05848,56,Västra Götalands län,31800,Self-employed
C05849,38,Hallands län,10700,Unemployed
C05850,51,Västerbottens län,58500,Self-employed
C05851,27,Hallands län,34300,Permanent employment
C05852,78,Gävleborgs län,25100,Retired
C05853,78,Uppsala län,29000,Retired
C05854,65,Skåne län,47900,Permanent employment
C05855,42,Skåne län,52700,Permanent employment
C05856,62,Norrbottens län,39100,Permanent employment
C05857,30,Stockholms län,35900,Permanent employment
C05858,21,Stockholms län,11800,Student
C05859,22,Västra Götalands län,3600,Student
C05860,46,Stockholms län,39400,Permanent employment
C05861,49,Västra Götalands län,38800,Permanent employment
C05862,51,Västerbottens län,17400,Parental leave
C05863,20,Jämtlands län,26200,Permanent employment
C05864,35,Stockholms län,45100,Permanent employment
C05865,57,Stockholms län,25000,Retired
C05866,40,Skåne län,41800,Permanent employment
C05867,61,Hallands län,37000,Permanent employment
C05868,30,Västra Götalands län,37200,Permanent employment
C05869,65,Västra Götalands län,20300,Retired
C05870,48,Hallands län,18000,Self-employed
C05871,30,Stockholms län,31900,Permanent employment
C05872,32,Värmlands län,40200,Permanent employment
C05873,64,Stockholms län,42900,Permanent employment
C05874,79,Stockholms län,25200,Retired
C05875,38,Västra Götalands län,49300,Permanent employment
C05876,31,Skåne län,39900,Permanent employment
C05877,75,Västra Götalands län,43600,Permanent employment
C05878,57,Kronobergs län,26800,Temporary/Probation/Freelance
C05879,42,Stockholms län,40200,Permanent employment
C05880,45,Östergötlands län,30400,Parental leave
C05881,28,Hallands län,30800,Permanent employment
C05882,62,Stockholms län,48000,Permanent employment
C05883,44,Västra Götalands län,38300,Permanent employment
C05884,68,Värmlands län,33700,Retired
C05885,46,Skåne län,44000,Self-employed
C05886,46,Dalarnas län,53000,Permanent employment
C05887,48,Västmanlands län,37500,Permanent employment
C05888,79,Dalarnas län,35400,Retired
C05889,77,Västra Götalands län,16300,Retired
C05890,48,Östergötlands län,29600,Temporary/Probation/Freelance
C05891,56,Skåne län,33900,Permanent employment
C05892,51,Västra Götalands län,45100,Permanent employment
C05893,50,Stockholms län,44000,Permanent employment
C05894,27,Västra Götalands län,22000,Permanent employment
C05895,52,Skåne län,46000,Permanent employment
C05896,32,Stockholms län,41600,Permanent employment
C05897,65,Skåne län,37000,Permanent employment
C05898,37,Stockholms län,43000,Permanent employment
C05899,69,Stockholms län,22300,Retired
C05900,46,Gävleborgs län,56600,Permanent employment
C05901,59,Skåne län,14800,Unemployed
C05902,54,Skåne län,25600,Temporary/Probation/Freelance
C05903,27,Södermanlands län,30300,Permanent employment
C05904,43,Skåne län,33000,Permanent employment
C05905,25,Stockholms län,37100,Permanent employment
C05906,58,Västra Götalands län,43800,Permanent employment
C05907,44,Örebro län,36500,Permanent employment
C05908,60,Västmanlands län,33100,Permanent employment
C05909,33,Stockholms län,41300,Permanent employment
C05910,27,Skåne län,44800,Permanent employment
C05911,37,Örebro län,43000,Permanent employment
C05912,79,Stockholms län,27500,Retired
C05913,59,Stockholms län,42300,Permanent employment
C05914,41,Örebro län,63200,Permanent employment
C05915,49,Värmlands län,44400,Permanent employment
C05916,32,Skåne län,47600,Permanent employment
C05917,69,Stockholms län,27900,Retired
C05918,61,Skåne län,39200,Permanent employment
C05919,40,Kronobergs län,49100,Permanent employment
C05920,54,Skåne län,44600,Permanent employment
C05921,26,Blekinge län,30900,Permanent employment
C05922,67,Skåne län,24500,Retired
C05923,28,Västra Götalands län,26600,Temporary/Probation/Freelance
C05924,59,Västra Götalands län,42700,Permanent employment
C05925,33,Västra Götalands län,37500,Permanent employment
C05926,60,Stockholms län,41000,Self-employed
C05927,55,Kronobergs län,36300,Permanent employment
C05928,57,Stockholms län,67000,Self-employed
C05929,51,Skåne län,44500,Permanent employment
C05930,72,Västerbottens län,25400,Retired
C05931,24,Västra Götalands län,28400,Temporary/Probation/Freelance
C05932,44,Stockholms län,42200,Permanent employment
C05933,32,Uppsala län,39400,Permanent employment
C05934,73,Stockholms län,52800,Permanent employment
C05935,41,Stockholms län,34100,Permanent employment
C05936,63,Skåne län,35400,Permanent employment
C05937,55,Östergötlands län,21600,Retired
C05938,33,Stockholms län,32500,Permanent employment
C05939,27,Stockholms län,52100,Permanent employment
C05940,40,Västra Götalands län,38700,Self-employed
C05941,42,Skåne län,33800,Temporary/Probation/Freelance
C05942,27,Västmanlands län,36000,Permanent employment
C05943,23,Stockholms län,3900,Unemployed
C05944,71,Västmanlands län,21100,Retired
C05945,76,Skåne län,15700,Retired
C05946,41,Uppsala län,32600,Temporary/Probation/Freelance
C05947,38,Södermanlands län,27600,Temporary/Probation/Freelance
C05948,20,Kronobergs län,6200,Student
C05949,57,Skåne län,13500,Unemployed
C05950,76,Stockholms län,20900,Retired
C05951,32,Västmanlands län,45100,Permanent employment
C05952,32,Stockholms län,41900,Permanent employment
C05953,58,Skåne län,36000,Retired
C05954,51,Kronobergs län,50100,Permanent employment
C05955,23,Skåne län,12400,Student
C05956,45,Dalarnas län,49200,Permanent employment
C05957,35,Norrbottens län,50100,Permanent employment
C05958,35,Stockholms län,32400,Permanent employment
C05959,56,Kronobergs län,46600,Permanent employment
C05960,70,Örebro län,12700,Retired
C05961,44,Östergötlands län,31600,Permanent employment
C05962,75,Västra Götalands län,16100,Retired
C05963,39,Norrbottens län,46800,Permanent employment
C05964,56,Västra Götalands län,14800,Retired
C05965,52,Stockholms län,54200,Self-employed
C05966,73,Västmanlands län,35300,Retired
C05967,71,Västerbottens län,21700,Retired
C05968,33,Västra Götalands län,39400,Permanent employment
C05969,68,Kalmar län,19000,Retired
C05970,77,Jämtlands län,15300,Retired
C05971,61,Västerbottens län,22500,Retired
C05972,29,Västernorrlands län,25300,Parental leave
C05973,69,Kalmar län,20700,Retired
C05974,67,Värmlands län,18800,Retired
C05975,43,Västra Götalands län,35600,Permanent employment
C05976,77,Stockholms län,23100,Retired
C05977,21,Skåne län,400,Student
C05978,29,Västra Götalands län,41500,Permanent employment
C05979,50,Gävleborgs län,33200,Permanent employment
C05980,47,Dalarnas län,40800,Permanent employment
C05981,64,Stockholms län,32100,Retired
C05982,20,Skåne län,16900,Unemployed
C05983,73,Skåne län,23900,Retired
C05984,24,Gävleborgs län,21000,Student
C05985,34,Stockholms län,38700,Permanent employment
C05986,21,Västra Götalands län,38500,Temporary/Probation/Freelance
C05987,49,Västra Götalands län,33700,Self-employed
C05988,71,Västernorrlands län,12000,Retired
C05989,57,Skåne län,44600,Permanent employment
C05990,70,Västra Götalands län,27000,Retired
C05991,23,Västerbottens län,15600,Unemployed
C05992,52,Västra Götalands län,34900,Permanent employment
C05993,52,Stockholms län,25000,Unemployed
C05994,46,Stockholms län,37300,Permanent employment
C05995,23,Örebro län,10500,Student
C05996,61,Östergötlands län,44800,Permanent employment
C05997,47,Västra Götalands län,36600,Temporary/Probation/Freelance
C05998,63,Västra Götalands län,11200,Unemployed
C05999,46,Norrbottens län,48700,Permanent employment
C06000,27,Skåne län,49300,Permanent employment
C06001,56,Västra Götalands län,39800,Permanent employment
C06002,33,Stockholms län,7500,Student
C06003,68,Skåne län,16800,Retired
C06004,46,Stockholms län,49400,Self-employed
C06005,27,Västmanlands län,31800,Permanent employment
C06006,77,Västmanlands län,28700,Retired
C06007,48,Uppsala län,12100,Unemployed
C06008,21,Östergötlands län,8800,Student
C06009,60,Västra Götalands län,36000,Permanent employment
C06010,29,Västra Götalands län,83700,Self-employed
C06011,67,Västra Götalands län,24600,Retired
C06012,74,Norrbottens län,15800,Retired
C06013,72,Dalarnas län,44900,Permanent employment
C06014,52,Kalmar län,33100,Permanent employment
C06015,51,Östergötlands län,11400,Unemployed
C06016,57,Hallands län,46000,Permanent employment
C06017,25,Örebro län,41600,Permanent employment
C06018,49,Skåne län,61100,Self-employed
C06019,45,Västra Götalands län,54100,Permanent employment
C06020,30,Stockholms län,13300,Unemployed
C06021,41,Västernorrlands län,51300,Permanent employment
C06022,79,Västra Götalands län,29500,Retired
C06023,79,Kronobergs län,60200,Self-employed
C06024,29,Kronobergs län,27600,Permanent employment
C06025,28,Stockholms län,39800,Permanent employment
C06026,36,Örebro län,43000,Permanent employment
C06027,69,Västra Götalands län,33000,Retired
C06028,33,Västra Götalands län,38800,Permanent employment
C06029,58,Stockholms län,40200,Permanent employment
C06030,26,Uppsala län,35800,Permanent employment
C06031,60,Skåne län,40400,Permanent employment
C06032,42,Uppsala län,46100,Permanent employment
C06033,56,Blekinge län,45300,Permanent employment
C06034,33,Stockholms län,36600,Permanent employment
C06035,61,Jönköpings län,40700,Permanent employment
C06036,26,Västra Götalands län,31300,Permanent employment
C06037,59,Gävleborgs län,53100,Permanent employment
C06038,69,Kronobergs län,22000,Retired
C06039,31,Västra Götalands län,39700,Permanent employment
C06040,77,Stockholms län,45900,Permanent employment
C06041,49,Skåne län,46900,Permanent employment
C06042,30,Västernorrlands län,34800,Permanent employment
C06043,43,Stockholms län,49200,Permanent employment
C06044,27,Uppsala län,41400,Temporary/Probation/Freelance
C06045,57,Stockholms län,28600,Retired
C06046,62,Skåne län,26900,Retired
C06047,34,Västra Götalands län,42500,Permanent employment
C06048,50,Stockholms län,45500,Permanent employment
C06049,76,Stockholms län,41100,Permanent employment
C06050,74,Dalarnas län,37300,Retired
C06051,47,Skåne län,55700,Permanent employment
C06052,66,Skåne län,20500,Retired
C06053,46,Jämtlands län,52900,Permanent employment
C06054,36,Östergötlands län,48300,Permanent employment
C06055,79,Gävleborgs län,24800,Retired
C06056,49,Västerbottens län,55600,Permanent employment
C06057,49,Uppsala län,45800,Permanent employment
C06058,45,Skåne län,46800,Permanent employment
C06059,66,Skåne län,53800,Self-employed
C06060,66,Dalarnas län,22800,Self-employed
C06061,38,Östergötlands län,46900,Permanent employment
C06062,41,Värmlands län,35300,Permanent employment
C06063,47,Västerbottens län,34700,Temporary/Probation/Freelance
C06064,49,Västmanlands län,48800,Permanent employment
C06065,33,Gävleborgs län,46200,Permanent employment
C06066,59,Västra Götalands län,47400,Permanent employment
C06067,53,Gävleborgs län,63000,Permanent employment
C06068,35,Stockholms län,8400,Unemployed
C06069,33,Västra Götalands län,37900,Permanent employment
